B15003_001E,B15003_001M,B15003_002E,B15003_002M,B15003_003E,B15003_003M,B15003_004E,B15003_004M,B15003_005E,B15003_005M,B15003_006E,B15003_006M,B15003_007E,B15003_007M,B15003_008E,B15003_008M,B15003_009E,B15003_009M,B15003_010E,B15003_010M,B15003_011E,B15003_011M,B15003_012E,B15003_012M,B15003_013E,B15003_013M,B15003_014E,B15003_014M,B15003_015E,B15003_015M,B15003_016E,B15003_016M,B15003_017E,B15003_017M,B15003_018E,B15003_018M,B15003_019E,B15003_019M,B15003_020E,B15003_020M,B15003_021E,B15003_021M,B15003_022E,B15003_022M,B15003_023E,B15003_023M,B15003_024E,B15003_024M,B15003_025E,B15003_025M,GEO_ID,NAME
2449,258,33,39,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7,14,53,47,64,53,60,46,425,164,76,50,202,105,418,133,217,81,622,176,202,78,37,30,33,31,1400000US08077000900,"Census Tract 9, Mesa County, Colorado"
4182,403,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,116,102,0,17,57,72,133,122,26,29,947,232,133,104,368,165,586,166,239,107,933,184,380,155,204,126,60,49,1400000US08077001001,"Census Tract 10.01, Mesa County, Colorado"
4943,302,21,32,0,17,0,17,0,17,0,17,0,17,0,17,0,17,9,16,0,17,62,73,65,83,67,71,36,39,105,74,716,188,176,110,233,118,775,203,303,102,1546,263,538,166,145,79,146,81,1400000US08077001002,"Census Tract 10.02, Mesa County, Colorado"
5766,441,25,33,0,17,0,17,0,17,0,17,10,16,0,17,0,17,92,90,10,20,68,62,163,139,120,85,120,115,135,83,1463,316,561,224,382,149,933,299,643,210,813,232,153,98,75,76,0,17,1400000US08077001101,"Census Tract 11.01, Mesa County, Colorado"
3244,160,42,53,0,12,17,26,0,12,0,12,0,12,10,14,7,10,0,12,16,29,15,19,36,31,24,21,58,50,89,55,849,171,170,83,227,73,542,125,331,104,553,130,222,80,23,21,13,20,1400000US08077001102,"Census Tract 11.02, Mesa County, Colorado"
1747,160,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,6,10,0,12,9,14,0,12,31,50,58,39,5,8,368,92,64,29,115,58,341,95,145,54,367,95,174,60,45,35,19,16,1400000US08077001200,"Census Tract 12, Mesa County, Colorado"
5630,488,94,74,13,21,0,17,50,80,0,17,0,17,0,17,13,21,52,72,0,17,53,70,85,78,68,50,91,94,31,31,1359,315,353,132,345,131,1208,342,657,226,859,257,176,84,108,72,15,23,1400000US08077001301,"Census Tract 13.01, Mesa County, Colorado"
3718,302,31,35,0,17,0,17,0,17,0,17,0,17,0,17,0,17,29,34,0,17,7,12,12,18,67,44,93,64,76,56,1035,207,135,48,333,103,692,174,284,102,678,147,197,142,0,17,49,53,1400000US08077001302,"Census Tract 13.02, Mesa County, Colorado"
4373,287,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,18,29,0,17,0,17,54,65,84,59,590,182,104,84,340,125,690,183,355,141,1363,222,613,174,81,72,81,55,1400000US08077001402,"Census Tract 14.02, Mesa County, Colorado"
2563,172,14,18,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,15,11,15,43,35,26,27,365,92,95,56,158,71,384,109,305,106,709,168,246,95,114,64,84,59,1400000US08077001403,"Census Tract 14.03, Mesa County, Colorado"
3777,276,10,15,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,58,68,0,17,538,169,67,50,171,87,606,161,291,106,1270,257,370,134,308,152,88,65,1400000US08077001404,"Census Tract 14.04, Mesa County, Colorado"
9135,476,30,49,0,19,0,19,0,19,0,19,0,19,0,19,0,19,145,142,0,19,46,59,29,51,176,117,233,159,188,126,1917,432,515,223,754,242,2216,489,776,249,1281,320,706,238,17,26,106,92,1400000US08077001501,"Census Tract 15.01, Mesa County, Colorado"
5382,347,0,17,0,17,0,17,0,17,0,17,17,31,0,17,0,17,17,30,0,17,9,19,78,72,212,128,40,36,65,64,1484,338,178,109,500,153,839,237,462,171,1033,283,301,114,62,57,85,58,1400000US08077001502,"Census Tract 15.02, Mesa County, Colorado"
2828,151,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7,12,26,31,32,38,92,56,452,125,52,39,192,72,482,119,323,98,705,119,332,78,126,62,7,11,1400000US08077001600,"Census Tract 16, Mesa County, Colorado"
3640,377,0,12,0,12,0,12,3,5,0,12,0,12,0,12,0,12,27,29,0,12,40,42,87,75,172,122,34,26,44,32,802,219,219,84,260,80,714,189,211,60,617,134,365,124,17,26,28,26,1400000US08077001702,"Census Tract 17.02, Mesa County, Colorado"
2897,294,21,20,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,32,43,0,12,8,12,22,28,37,40,917,201,162,59,214,90,643,187,258,77,390,137,140,59,42,34,11,19,1400000US08077001703,"Census Tract 17.03, Mesa County, Colorado"
3559,396,32,44,0,17,0,17,0,17,0,17,0,17,0,17,0,17,10,16,0,17,10,22,49,79,65,62,226,127,80,77,1052,332,142,77,336,164,810,263,346,123,287,148,99,96,15,25,0,17,1400000US08077001705,"Census Tract 17.05, Mesa County, Colorado"
3788,522,66,66,0,17,0,17,0,17,0,17,0,17,0,17,0,17,58,85,156,231,30,39,19,31,62,75,172,158,86,70,843,252,461,204,410,160,833,227,232,115,330,158,30,36,0,17,0,17,1400000US08077001706,"Census Tract 17.06, Mesa County, Colorado"
4028,426,66,81,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,16,28,0,17,51,80,90,66,147,140,1308,357,358,169,314,122,600,210,280,113,578,270,151,76,21,33,48,47,1400000US08077001707,"Census Tract 17.07, Mesa County, Colorado"
2064,161,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,4,6,0,12,14,10,18,19,26,15,60,37,46,24,625,109,74,29,185,45,376,69,147,43,337,70,115,39,21,12,16,17,1400000US08077001800,"Census Tract 18, Mesa County, Colorado"
3953,310,14,22,0,17,0,17,0,17,0,17,0,17,44,59,1,2,0,17,0,17,34,55,28,34,12,21,67,68,81,59,861,205,83,70,310,127,906,199,247,108,674,222,456,175,78,55,57,42,1400000US08077001900,"Census Tract 19, Mesa County, Colorado"
697,85,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,13,0,12,7,9,0,12,3,4,89,33,21,24,28,16,165,46,52,27,212,53,88,38,19,11,5,5,1400000US08079973600,"Census Tract 9736, Mineral County, Colorado"
1848,202,20,31,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,4,7,18,17,19,17,0,12,8,12,609,182,122,88,155,61,299,92,201,80,226,96,162,76,5,10,0,12,1400000US08081000300,"Census Tract 3, Moffat County, Colorado"
3120,262,0,12,0,12,0,12,0,12,0,12,0,12,48,52,0,12,0,12,0,12,92,107,286,78,56,56,27,27,56,50,970,207,274,139,261,108,390,127,234,91,301,106,102,72,23,31,0,12,1400000US08081000400,"Census Tract 4, Moffat County, Colorado"
3090,245,35,42,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,5,10,56,64,28,26,105,64,30,28,907,203,258,107,253,89,508,147,274,93,375,120,120,61,31,31,105,74,1400000US08081000500,"Census Tract 5, Moffat County, Colorado"
835,144,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,16,0,12,29,24,0,12,17,25,56,40,0,12,248,78,59,33,88,36,155,57,61,33,87,40,26,27,0,12,0,12,1400000US08081000600,"Census Tract 6, Moffat County, Colorado"
934,188,4,6,0,12,0,12,0,12,7,11,0,12,3,6,0,12,13,11,0,12,8,8,21,19,47,22,48,30,10,15,497,132,28,20,78,41,78,36,28,22,52,30,5,11,0,12,7,12,1400000US08083941100,"Census Tract 9411, Montezuma County, Colorado"
2530,209,18,16,8,14,0,12,0,12,0,12,0,12,8,13,14,21,42,36,0,12,0,12,16,25,65,50,43,41,50,37,484,120,40,23,210,101,410,136,173,78,624,120,193,77,99,58,33,29,1400000US08083969000,"Census Tract 9690, Montezuma County, Colorado"
2800,245,59,56,0,12,0,12,0,12,0,12,0,12,0,12,3,4,0,12,0,12,12,16,32,30,35,27,17,18,26,27,504,133,42,27,117,66,417,117,351,110,710,161,385,132,63,51,27,20,1400000US08083969100,"Census Tract 9691, Montezuma County, Colorado"
1998,183,13,22,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,26,41,12,18,74,64,12,19,81,55,496,158,87,57,124,66,517,136,70,46,315,104,137,70,21,23,13,19,1400000US08083969200,"Census Tract 9692, Montezuma County, Colorado"
4141,324,7,17,0,17,0,17,0,17,0,17,0,17,0,17,8,17,50,46,0,17,65,68,43,53,106,106,197,96,52,54,885,229,111,67,449,235,495,206,211,93,891,222,392,152,114,92,65,60,1400000US08083969300,"Census Tract 9693, Montezuma County, Colorado"
2425,222,10,19,0,12,0,12,0,12,0,12,0,12,13,17,0,12,0,12,0,12,45,44,0,12,27,27,54,39,14,20,693,149,96,59,133,54,550,196,211,103,393,149,162,88,0,12,24,21,1400000US08083969400,"Census Tract 9694, Montezuma County, Colorado"
3784,412,11,19,0,12,0,12,0,12,0,12,17,24,0,12,0,12,8,14,19,22,6,10,29,30,58,49,122,94,64,55,1186,263,300,144,287,93,743,198,149,75,515,123,225,79,14,11,31,29,1400000US08083969600,"Census Tract 9696, Montezuma County, Colorado"
1693,163,0,12,4,7,0,12,0,12,0,12,0,12,0,12,0,12,6,9,6,6,23,17,19,12,15,14,60,34,8,9,639,104,112,41,97,38,265,77,113,37,241,81,75,31,10,11,0,12,1400000US08085966100,"Census Tract 9661, Montrose County, Colorado"
1779,207,5,8,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,5,9,30,37,16,17,21,23,23,25,642,134,110,46,117,66,170,57,217,100,297,99,103,55,15,17,8,12,1400000US08085966201,"Census Tract 9662.01, Montrose County, Colorado"
2954,262,102,67,0,12,0,12,10,16,0,12,12,17,0,12,0,12,43,51,37,42,74,48,70,55,89,54,179,90,37,29,1023,166,203,75,208,82,443,133,129,60,208,81,60,44,27,20,0,12,1400000US08085966202,"Census Tract 9662.02, Montrose County, Colorado"
4298,311,54,57,0,17,0,17,0,17,59,63,0,17,0,17,60,64,109,145,0,17,18,22,59,40,161,99,172,114,112,59,883,276,313,146,207,108,869,231,360,119,636,216,170,76,25,27,31,33,1400000US08085966300,"Census Tract 9663, Montrose County, Colorado"
4384,278,54,50,0,17,0,17,0,17,0,17,0,17,0,17,0,17,58,55,0,17,83,78,0,17,46,67,19,27,80,58,1092,255,173,94,312,140,950,265,279,98,941,198,280,120,17,24,0,17,1400000US08085966400,"Census Tract 9664, Montrose County, Colorado"
2403,265,93,72,0,12,0,12,0,12,0,12,0,12,0,12,0,12,16,21,0,12,0,12,0,12,0,12,21,29,0,12,612,183,60,36,148,63,483,127,183,83,587,140,141,62,34,30,25,29,1400000US08085966501,"Census Tract 9665.01, Montrose County, Colorado"
2738,219,38,44,0,12,0,12,0,12,0,12,0,12,37,57,0,12,0,12,0,12,0,12,17,26,31,33,14,20,9,14,612,164,17,19,234,87,618,151,184,69,564,126,204,72,106,74,53,35,1400000US08085966502,"Census Tract 9665.02, Montrose County, Colorado"
2673,177,37,38,0,12,0,12,0,12,0,12,0,12,0,12,4,9,22,23,0,12,75,80,52,46,6,11,136,99,64,73,752,157,134,63,215,76,396,124,215,83,419,129,113,61,21,22,12,14,1400000US08085966503,"Census Tract 9665.03, Montrose County, Colorado"
3218,204,30,45,0,17,0,17,0,17,0,17,11,20,23,27,25,29,111,126,0,17,34,41,28,27,60,54,72,52,47,40,886,197,141,80,300,98,630,176,120,69,489,151,160,67,41,28,10,16,1400000US08085966601,"Census Tract 9666.01, Montrose County, Colorado"
3584,252,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,22,25,33,31,19,21,9,15,32,30,770,148,170,81,329,124,537,161,299,113,903,137,346,105,63,33,52,45,1400000US08085966602,"Census Tract 9666.02, Montrose County, Colorado"
1915,181,8,9,0,12,0,12,0,12,0,12,20,27,0,12,0,12,0,12,0,12,17,18,22,25,17,16,17,12,26,19,561,109,91,39,151,43,273,62,196,63,338,83,112,77,61,49,5,7,1400000US08087000100,"Census Tract 1, Morgan County, Colorado"
1968,162,30,36,0,12,0,12,0,12,0,12,0,12,0,12,12,19,34,49,0,12,6,9,27,28,18,14,82,57,52,28,639,110,56,32,147,45,298,73,228,71,182,60,126,42,4,4,27,28,1400000US08087000200,"Census Tract 2, Morgan County, Colorado"
1355,128,15,18,0,12,0,12,0,12,0,12,14,15,0,12,0,12,49,45,2,6,72,48,26,16,46,34,83,72,22,14,429,91,90,33,99,42,149,65,141,49,82,32,34,26,2,9,0,12,1400000US08087000300,"Census Tract 3, Morgan County, Colorado"
2697,303,19,26,0,12,0,12,0,12,0,12,27,33,0,12,25,35,59,69,99,89,43,34,110,121,43,38,85,67,168,124,669,168,217,123,179,78,350,112,222,99,206,77,103,52,49,49,24,38,1400000US08087000400,"Census Tract 4, Morgan County, Colorado"
1617,157,20,16,0,12,0,12,0,12,28,38,40,39,19,24,0,12,11,14,0,12,29,33,35,32,69,55,23,19,28,42,361,84,153,75,69,33,332,97,179,62,130,65,59,34,17,16,15,15,1400000US08087000500,"Census Tract 5, Morgan County, Colorado"
3752,261,202,102,0,17,12,20,0,17,56,57,135,100,0,17,45,56,377,227,27,49,215,178,87,82,112,85,84,87,21,26,730,206,223,109,243,118,480,186,201,85,358,130,126,84,9,14,9,15,1400000US08087000600,"Census Tract 6, Morgan County, Colorado"
3726,282,44,48,0,17,0,17,0,17,0,17,0,17,0,17,15,23,25,39,10,19,80,71,175,137,188,108,49,42,58,70,904,264,222,144,285,136,445,159,413,160,493,160,211,108,96,67,13,23,1400000US08087000700,"Census Tract 7, Morgan County, Colorado"
1371,144,0,12,0,12,0,12,0,12,0,12,57,70,0,12,4,8,10,12,9,16,31,23,8,11,5,8,14,13,27,18,312,71,102,52,73,30,267,76,127,43,239,81,58,33,20,15,8,8,1400000US08087000800,"Census Tract 8, Morgan County, Colorado"
1165,143,9,7,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,5,8,10,11,3,5,26,30,11,14,32,15,325,74,73,37,110,35,173,45,158,48,158,59,48,32,21,12,3,5,1400000US08089968000,"Census Tract 9680, Otero County, Colorado"
1448,202,25,22,0,12,0,12,0,12,0,12,13,20,0,12,12,16,52,51,15,24,84,109,65,50,1,5,63,64,13,15,319,110,135,64,143,68,308,106,48,39,88,53,55,33,0,12,9,14,1400000US08089968100,"Census Tract 9681, Otero County, Colorado"
1854,148,12,17,0,12,0,12,12,17,0,12,0,12,0,12,0,12,8,14,0,12,8,12,62,74,47,45,14,16,76,41,441,115,164,106,124,55,323,105,258,89,225,82,40,29,14,23,26,26,1400000US08089968200,"Census Tract 9682, Otero County, Colorado"
2729,235,25,31,0,12,0,12,0,12,0,12,0,12,0,12,11,19,15,24,58,61,41,33,39,49,24,29,73,64,37,36,498,98,191,119,269,95,400,108,461,146,348,108,190,86,30,32,19,26,1400000US08089968300,"Census Tract 9683, Otero County, Colorado"
782,102,14,8,0,12,1,3,0,12,1,3,2,3,3,4,3,6,4,7,0,12,20,16,5,8,10,10,35,20,19,14,203,54,53,29,61,26,115,36,89,29,93,46,44,28,5,5,2,4,1400000US08089968400,"Census Tract 9684, Otero County, Colorado"
1118,95,30,32,0,12,0,12,0,12,0,12,0,12,0,12,0,12,6,9,3,4,13,12,9,11,14,16,6,8,23,22,223,55,32,19,113,38,258,55,129,40,145,42,88,43,8,8,18,14,1400000US08089968500,"Census Tract 9685, Otero County, Colorado"
3041,274,0,12,0,12,0,12,0,12,0,12,14,23,0,12,0,12,15,29,18,29,68,64,48,44,79,98,25,31,63,73,873,251,345,165,243,114,421,167,248,117,398,138,94,70,56,77,33,39,1400000US08089968600,"Census Tract 9686, Otero County, Colorado"
3851,168,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7,10,23,22,0,12,56,42,534,123,79,50,184,61,839,141,289,90,1081,160,530,112,162,54,67,28,1400000US08091967600,"Census Tract 9676, Ouray County, Colorado"
5438,489,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,24,37,0,17,15,26,47,62,1631,578,75,68,469,169,1056,293,589,149,1090,273,296,111,17,29,129,79,1400000US08093000100,"Census Tract 1, Park County, Colorado"
3055,334,13,24,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,16,26,15,20,0,12,82,62,730,208,115,96,182,72,656,197,188,84,777,206,178,84,46,37,57,60,1400000US08093000200,"Census Tract 2, Park County, Colorado"
2045,289,6,11,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,2,4,8,18,31,33,0,12,545,159,100,75,120,54,355,114,195,77,502,182,126,74,50,45,5,8,1400000US08093000300,"Census Tract 3, Park County, Colorado"
1130,267,31,48,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,406,182,0,12,55,64,255,125,121,100,193,95,50,43,0,12,19,28,1400000US08093000400,"Census Tract 4, Park County, Colorado"
2481,423,18,24,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,11,20,8,13,0,12,631,176,140,144,153,61,486,226,353,137,459,142,160,78,43,35,19,23,1400000US08093000500,"Census Tract 5, Park County, Colorado"
1932,117,5,8,0,12,0,12,0,12,0,12,0,12,0,12,15,23,67,60,31,32,0,12,121,89,0,12,8,11,29,31,536,137,127,68,105,39,212,56,236,75,298,79,81,41,49,46,12,14,1400000US08095967600,"Census Tract 9676, Phillips County, Colorado"
868,77,15,19,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,4,6,0,12,4,6,14,15,9,9,199,45,65,35,55,22,155,42,121,37,166,42,45,18,12,9,4,5,1400000US08095967700,"Census Tract 9677, Phillips County, Colorado"
5683,429,23,40,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,223,181,0,17,0,17,0,17,72,106,1011,272,316,175,290,188,514,229,325,165,2498,533,325,209,54,59,32,43,1400000US08097000100,"Census Tract 1, Pitkin County, Colorado"
4029,464,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7,17,0,12,6,11,0,12,13,20,483,175,63,58,160,121,378,156,162,82,1875,330,398,171,377,180,107,70,1400000US08097000401,"Census Tract 4.01, Pitkin County, Colorado"
2034,336,9,13,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,25,41,0,12,0,12,0,12,0,12,36,52,235,103,56,59,0,12,89,54,148,109,1001,225,279,118,73,63,83,67,1400000US08097000402,"Census Tract 4.02, Pitkin County, Colorado"
1934,313,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,5,9,0,12,0,12,6,11,0,12,0,12,161,105,7,12,113,80,287,177,141,73,843,187,234,110,96,68,41,48,1400000US08097000500,"Census Tract 5, Pitkin County, Colorado"
1067,90,0,12,0,12,0,12,0,12,0,12,4,6,0,12,5,6,0,12,28,25,0,12,7,10,7,8,0,12,0,12,238,59,28,16,53,23,242,59,204,63,186,62,60,29,1,3,4,6,1400000US08099000100,"Census Tract 1, Prowers County, Colorado"
1517,155,34,32,0,12,0,12,0,12,9,14,0,12,0,12,0,12,71,70,43,40,85,56,89,58,32,25,31,30,73,44,428,129,71,55,44,29,277,79,106,60,73,43,33,25,6,9,12,23,1400000US08099000200,"Census Tract 2, Prowers County, Colorado"
2809,172,22,29,0,12,0,12,0,12,0,12,0,12,0,12,0,12,69,89,0,12,54,51,172,105,12,20,0,12,97,52,433,154,207,102,215,113,610,144,232,95,381,128,287,156,18,30,0,12,1400000US08099000300,"Census Tract 3, Prowers County, Colorado"
952,97,3,5,0,12,0,12,0,12,4,6,4,6,2,6,17,17,84,40,19,22,17,14,0,12,40,32,33,28,4,4,257,61,39,21,107,52,73,31,99,42,135,46,15,19,0,12,0,12,1400000US08099000600,"Census Tract 6, Prowers County, Colorado"
1429,106,19,19,0,12,0,12,3,6,10,12,6,9,0,12,7,9,61,41,23,21,66,45,19,21,41,27,65,38,25,22,295,82,31,21,144,67,216,62,184,70,140,55,57,31,0,12,17,26,1400000US08099000700,"Census Tract 7, Prowers County, Colorado"
1972,156,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,42,39,0,12,10,15,42,43,18,27,526,151,73,46,140,70,360,109,135,55,401,107,200,118,9,12,16,22,1400000US08101000100,"Census Tract 1, Pueblo County, Colorado"
1235,187,25,18,0,12,0,12,0,12,6,9,6,9,0,12,0,12,6,9,0,12,35,37,23,26,35,24,7,9,24,18,293,90,159,64,124,52,213,66,174,49,89,47,10,10,0,12,6,9,1400000US08101000200,"Census Tract 2, Pueblo County, Colorado"
1718,191,3,7,0,12,2,3,0,12,0,12,0,12,3,7,0,12,0,12,11,18,100,81,97,65,89,70,216,75,2,6,434,123,546,130,30,27,92,44,15,18,40,29,26,28,9,15,3,7,1400000US08101000300,"Census Tract 3, Pueblo County, Colorado"
1967,148,0,12,0,12,0,12,0,12,0,12,10,15,0,12,0,12,8,16,8,16,59,43,0,12,43,41,54,57,9,13,411,112,119,63,128,63,506,124,229,77,268,121,97,70,9,14,9,16,1400000US08101000400,"Census Tract 4, Pueblo County, Colorado"
1588,156,15,23,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,21,26,24,30,44,48,6,8,88,62,223,81,59,46,102,51,361,130,184,81,315,118,126,57,20,18,0,12,1400000US08101000500,"Census Tract 5, Pueblo County, Colorado"
1449,173,29,31,0,12,0,12,0,12,0,12,6,11,0,12,13,20,20,24,27,29,11,12,32,29,35,32,34,29,23,19,295,78,112,59,90,50,279,89,149,58,250,70,26,28,13,13,5,7,1400000US08101000600,"Census Tract 6, Pueblo County, Colorado"
2056,207,8,16,0,12,0,12,0,12,0,12,0,12,0,12,11,18,77,66,0,12,72,47,44,36,123,97,70,49,65,52,527,140,140,68,208,96,330,109,233,94,105,64,29,33,14,20,0,12,1400000US08101000800,"Census Tract 8, Pueblo County, Colorado"
4261,333,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,26,31,76,99,164,140,53,67,104,70,873,232,215,128,493,204,637,167,705,221,704,189,190,103,21,30,0,17,1400000US08101000902,"Census Tract 9.02, Pueblo County, Colorado"
4,9,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,4,9,0,12,0,12,0,12,1400000US08101000903,"Census Tract 9.03, Pueblo County, Colorado"
3073,278,30,47,0,12,0,12,0,12,0,12,0,12,0,12,21,34,0,12,0,12,0,12,18,21,9,14,184,182,60,86,810,184,119,74,340,121,489,163,280,112,548,186,133,72,14,20,18,30,1400000US08101000904,"Census Tract 9.04, Pueblo County, Colorado"
1360,210,0,12,0,12,0,12,0,12,0,12,0,12,30,47,0,12,6,9,0,12,0,12,13,19,13,17,0,12,6,11,313,181,84,62,95,52,379,123,166,80,157,81,83,46,6,9,9,14,1400000US08101000905,"Census Tract 9.05, Pueblo County, Colorado"
2795,277,35,43,0,12,0,12,0,12,0,12,12,20,9,14,0,12,19,16,7,12,21,30,53,54,87,63,162,94,75,64,946,195,125,69,167,85,502,142,203,82,276,88,61,35,25,41,10,16,1400000US08101001000,"Census Tract 10, Pueblo County, Colorado"
1497,191,14,16,0,12,0,12,0,12,0,12,0,12,7,12,36,50,12,21,21,35,20,18,15,32,120,122,111,88,27,30,265,93,195,128,91,66,288,100,173,88,79,68,23,28,0,12,0,12,1400000US08101001100,"Census Tract 11, Pueblo County, Colorado"
1458,149,23,18,0,12,0,12,0,12,0,12,0,12,9,14,6,10,43,46,0,12,31,26,38,39,105,53,100,45,60,42,375,90,95,37,91,52,237,74,168,67,42,23,35,26,0,12,0,12,1400000US08101001200,"Census Tract 12, Pueblo County, Colorado"
1001,117,0,12,0,12,0,12,0,12,0,12,0,12,7,11,0,12,11,13,0,12,13,15,61,49,36,36,72,67,19,17,267,66,111,52,52,35,146,48,64,39,108,54,34,27,0,12,0,12,1400000US08101001400,"Census Tract 14, Pueblo County, Colorado"
1680,184,0,12,0,12,0,12,0,12,0,12,0,12,6,10,0,12,17,25,0,12,6,9,11,12,67,54,23,22,27,32,394,91,56,30,171,54,354,83,231,101,193,55,83,31,10,11,31,26,1400000US08101001500,"Census Tract 15, Pueblo County, Colorado"
1329,119,0,12,0,12,0,12,0,12,0,12,0,12,0,12,4,9,8,12,0,12,0,12,53,58,11,12,17,26,7,11,183,64,28,28,143,48,232,58,136,50,316,71,145,46,31,22,15,13,1400000US08101001600,"Census Tract 16, Pueblo County, Colorado"
3377,312,19,21,0,12,0,12,0,12,0,12,0,12,0,12,0,12,11,18,0,12,62,52,0,12,21,21,66,84,31,28,701,183,181,74,347,126,693,182,509,158,399,108,304,87,7,12,26,29,1400000US08101001700,"Census Tract 17, Pueblo County, Colorado"
1534,149,31,23,0,12,0,12,0,12,0,12,0,12,7,10,0,12,6,11,0,12,0,12,9,14,32,25,25,20,31,20,303,89,149,54,157,58,372,110,137,51,209,73,45,26,7,11,14,23,1400000US08101001800,"Census Tract 18, Pueblo County, Colorado"
1061,124,0,12,0,12,0,12,0,12,0,12,4,7,0,12,0,12,8,12,0,12,18,23,7,10,11,17,29,28,0,12,202,70,98,40,55,29,255,81,78,44,192,52,63,31,19,22,22,19,1400000US08101001900,"Census Tract 19, Pueblo County, Colorado"
2282,227,16,22,0,12,0,12,0,12,19,29,0,12,0,12,0,12,9,15,32,49,0,12,86,91,118,54,74,66,52,46,655,190,120,72,253,91,532,194,165,67,94,56,57,39,0,12,0,12,1400000US08101002000,"Census Tract 20, Pueblo County, Colorado"
1047,143,16,15,0,12,0,12,0,12,0,12,0,12,0,12,0,12,28,28,22,25,5,11,39,45,54,37,79,56,15,16,259,89,64,42,98,55,137,56,130,65,88,48,13,10,0,12,0,12,1400000US08101002100,"Census Tract 21, Pueblo County, Colorado"
979,108,0,12,0,12,0,12,0,12,0,12,15,21,0,12,0,12,5,8,0,12,16,17,23,28,63,36,23,28,0,12,159,59,116,41,135,64,175,46,165,69,61,29,19,18,4,7,0,12,1400000US08101002200,"Census Tract 22, Pueblo County, Colorado"
2537,274,31,37,0,12,0,12,0,12,0,12,25,26,0,12,0,12,0,12,0,12,12,17,83,83,108,76,8,14,50,51,622,184,216,88,122,77,456,141,400,139,285,111,96,55,12,17,11,18,1400000US08101002300,"Census Tract 23, Pueblo County, Colorado"
1119,149,25,24,0,12,0,12,0,12,0,12,8,12,0,12,0,12,10,12,0,12,0,12,33,33,39,27,23,28,22,21,349,88,35,33,91,40,243,99,100,56,93,44,36,21,12,13,0,12,1400000US08101002400,"Census Tract 24, Pueblo County, Colorado"
1667,213,20,27,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,20,32,10,16,41,47,10,19,29,40,39,33,247,92,256,124,182,88,369,106,190,64,181,84,64,43,9,13,0,12,1400000US08101002500,"Census Tract 25, Pueblo County, Colorado"
2425,261,63,56,0,12,0,12,16,29,35,56,10,16,0,12,5,14,43,46,13,22,14,24,107,62,19,25,74,54,61,59,634,140,130,75,228,100,452,125,279,120,183,94,44,36,15,29,0,12,1400000US08101002600,"Census Tract 26, Pueblo County, Colorado"
3756,384,88,113,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,42,64,16,26,86,80,56,53,90,92,15,23,988,248,315,187,380,160,835,198,537,156,220,102,76,73,0,17,12,18,1400000US08101002700,"Census Tract 27, Pueblo County, Colorado"
