B15003_001E,B15003_001M,B15003_002E,B15003_002M,B15003_003E,B15003_003M,B15003_004E,B15003_004M,B15003_005E,B15003_005M,B15003_006E,B15003_006M,B15003_007E,B15003_007M,B15003_008E,B15003_008M,B15003_009E,B15003_009M,B15003_010E,B15003_010M,B15003_011E,B15003_011M,B15003_012E,B15003_012M,B15003_013E,B15003_013M,B15003_014E,B15003_014M,B15003_015E,B15003_015M,B15003_016E,B15003_016M,B15003_017E,B15003_017M,B15003_018E,B15003_018M,B15003_019E,B15003_019M,B15003_020E,B15003_020M,B15003_021E,B15003_021M,B15003_022E,B15003_022M,B15003_023E,B15003_023M,B15003_024E,B15003_024M,B15003_025E,B15003_025M,GEO_ID,NAME
3544,293,40,46,0,17,0,17,0,17,0,17,0,17,0,17,4,9,0,17,16,27,1,2,35,54,226,133,51,61,17,27,991,250,201,123,489,185,721,185,407,154,272,106,63,52,4,9,6,11,1400000US08101002801,"Census Tract 28.01, Pueblo County, Colorado"
2655,211,58,62,0,12,0,12,0,12,0,12,0,12,0,12,0,12,39,42,19,21,47,38,7,11,0,12,59,59,16,19,673,129,103,71,351,112,524,122,235,98,306,102,187,73,11,16,20,24,1400000US08101002802,"Census Tract 28.02, Pueblo County, Colorado"
3391,283,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,26,41,33,40,18,33,79,47,48,43,63,44,806,202,112,68,174,93,720,157,415,134,523,151,285,94,48,36,41,35,1400000US08101002804,"Census Tract 28.04, Pueblo County, Colorado"
2883,273,0,12,0,12,0,12,0,12,0,12,0,12,0,12,28,45,0,12,0,12,28,38,0,12,26,40,8,14,9,15,594,169,91,53,238,82,462,130,263,83,742,199,294,91,34,25,66,45,1400000US08101002806,"Census Tract 28.06, Pueblo County, Colorado"
3441,254,10,16,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,15,0,12,21,16,11,17,70,52,0,12,47,45,788,264,156,75,279,104,650,152,503,162,622,122,247,92,19,20,9,14,1400000US08101002807,"Census Tract 28.07, Pueblo County, Colorado"
2115,171,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,16,0,12,12,19,42,29,0,12,7,11,10,16,380,106,40,30,79,47,399,124,328,86,457,113,264,123,65,50,22,24,1400000US08101002808,"Census Tract 28.08, Pueblo County, Colorado"
1782,166,80,67,0,12,0,12,6,9,0,12,0,12,0,12,7,12,9,16,0,12,50,34,55,41,77,59,43,37,33,27,537,134,114,71,70,38,289,101,150,68,214,95,39,32,9,15,0,12,1400000US08101002901,"Census Tract 29.01, Pueblo County, Colorado"
5055,363,155,123,0,17,47,65,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,57,86,103,72,67,59,16,28,1316,325,225,117,295,148,671,201,572,179,966,211,400,153,135,78,30,33,1400000US08101002903,"Census Tract 29.03, Pueblo County, Colorado"
3086,139,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7,11,20,24,7,11,22,27,500,122,119,64,196,71,507,147,414,129,842,150,355,97,52,43,45,34,1400000US08101002906,"Census Tract 29.06, Pueblo County, Colorado"
2078,132,19,21,0,12,0,12,22,24,0,12,0,12,0,12,0,12,0,12,0,12,0,12,14,15,0,12,4,7,8,7,406,106,89,59,130,46,403,100,289,75,416,91,199,52,50,29,29,24,1400000US08101002911,"Census Tract 29.11, Pueblo County, Colorado"
1161,123,21,19,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,15,15,23,0,12,5,8,240,78,43,30,92,42,288,76,223,67,196,98,11,12,18,18,0,12,1400000US08101002912,"Census Tract 29.12, Pueblo County, Colorado"
2526,130,31,30,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,13,34,30,0,12,22,24,535,140,123,64,188,68,544,118,286,102,495,108,183,66,53,36,23,27,1400000US08101002913,"Census Tract 29.13, Pueblo County, Colorado"
2022,171,25,33,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,22,25,23,30,0,12,494,134,64,42,199,79,364,111,305,91,283,112,180,81,19,21,44,37,1400000US08101002914,"Census Tract 29.14, Pueblo County, Colorado"
1754,128,21,19,0,12,22,32,0,12,0,12,0,12,0,12,0,12,0,12,6,10,0,12,12,13,2,7,0,12,56,52,333,81,61,41,189,72,311,74,271,82,318,132,128,47,24,21,0,12,1400000US08101002915,"Census Tract 29.15, Pueblo County, Colorado"
2179,157,3,11,0,12,0,12,0,12,0,12,0,12,0,12,0,12,13,23,9,14,37,58,0,12,80,81,89,74,27,29,589,151,245,101,177,76,558,135,117,62,148,60,64,47,0,12,23,20,1400000US08101002916,"Census Tract 29.16, Pueblo County, Colorado"
2147,113,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,20,22,0,12,0,12,0,12,13,18,382,138,85,57,126,61,442,125,315,106,509,105,176,60,61,37,18,20,1400000US08101002917,"Census Tract 29.17, Pueblo County, Colorado"
4832,371,0,17,0,17,0,17,0,17,0,17,61,84,0,17,0,17,14,23,0,17,0,17,0,17,70,65,70,68,31,38,1186,293,135,84,497,163,961,297,649,189,747,188,349,136,28,32,34,33,1400000US08101002918,"Census Tract 29.18, Pueblo County, Colorado"
856,145,23,31,6,10,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,51,36,7,11,20,15,29,35,6,9,196,80,12,13,115,81,207,74,99,51,55,29,25,19,5,8,0,12,1400000US08101003001,"Census Tract 30.01, Pueblo County, Colorado"
2078,185,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,23,36,0,12,6,10,30,31,4,7,294,78,43,36,110,49,427,92,180,62,556,123,263,66,95,33,47,33,1400000US08101003004,"Census Tract 30.04, Pueblo County, Colorado"
1315,106,6,9,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7,12,4,7,0,12,22,23,14,18,62,44,46,30,324,89,72,44,100,48,322,93,121,66,116,36,95,40,0,12,4,7,1400000US08101003103,"Census Tract 31.03, Pueblo County, Colorado"
1642,100,21,24,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,5,7,28,33,17,19,29,19,11,11,402,95,80,41,197,66,245,64,198,59,264,70,139,59,6,8,0,12,1400000US08101003104,"Census Tract 31.04, Pueblo County, Colorado"
2372,150,24,39,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,32,43,0,12,27,34,12,16,10,16,619,155,84,44,160,66,298,90,216,82,555,147,271,95,21,26,43,42,1400000US08101003105,"Census Tract 31.05, Pueblo County, Colorado"
924,125,6,8,0,12,0,12,0,12,0,12,7,10,0,12,0,12,0,12,0,12,6,8,12,14,10,15,21,29,12,14,295,86,35,24,104,40,172,73,76,35,123,50,39,24,0,12,6,9,1400000US08101003106,"Census Tract 31.06, Pueblo County, Colorado"
2340,251,31,31,0,12,0,12,0,12,0,12,0,12,0,12,0,12,4,8,22,36,0,12,20,27,10,15,57,72,32,28,681,143,53,50,204,92,488,137,311,82,266,77,143,73,9,15,9,14,1400000US08101003200,"Census Tract 32, Pueblo County, Colorado"
1718,215,0,12,0,12,0,12,0,12,0,12,0,12,0,12,40,49,0,12,10,18,42,42,97,70,73,79,83,54,49,31,353,121,107,61,95,57,318,133,140,75,222,98,40,33,49,62,0,12,1400000US08101003500,"Census Tract 35, Pueblo County, Colorado"
1342,120,41,46,0,12,0,12,0,12,0,12,0,12,5,7,0,12,0,12,0,12,33,25,10,10,39,26,85,57,38,32,352,101,91,39,52,22,268,125,126,51,150,53,36,26,13,10,3,6,1400000US08101003600,"Census Tract 36, Pueblo County, Colorado"
0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1400000US08101980100,"Census Tract 9801, Pueblo County, Colorado"
2423,178,14,16,0,12,0,12,0,12,0,12,5,12,15,16,0,12,22,20,0,12,10,12,55,44,43,39,32,33,16,22,771,134,130,77,194,78,372,130,244,82,388,110,104,62,0,12,8,13,1400000US08103951100,"Census Tract 9511, Rio Blanco County, Colorado"
1790,169,8,10,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,81,63,12,13,29,27,377,93,50,31,185,63,401,110,189,66,307,69,89,47,18,14,44,41,1400000US08103951200,"Census Tract 9512, Rio Blanco County, Colorado"
3199,247,3,7,0,17,6,19,0,17,0,17,3,7,0,17,0,17,5,16,75,73,81,97,67,67,63,68,90,60,1,13,1001,273,207,117,160,100,580,192,107,82,506,205,182,98,25,32,37,39,1400000US08105976700,"Census Tract 9767, Rio Grande County, Colorado"
1369,173,59,43,0,12,0,12,0,12,0,12,6,10,0,12,0,12,8,10,13,17,60,45,23,23,50,35,48,32,19,14,347,84,108,51,131,57,175,66,146,72,129,62,35,20,12,12,0,12,1400000US08105976800,"Census Tract 9768, Rio Grande County, Colorado"
3087,215,20,28,0,12,0,12,0,12,0,12,0,12,12,19,0,12,3,6,0,12,106,68,25,27,26,26,58,41,62,47,678,149,118,72,256,89,553,146,223,80,694,147,149,54,83,47,21,14,1400000US08105977000,"Census Tract 9770, Rio Grande County, Colorado"
1635,266,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,24,27,0,12,383,155,74,44,37,24,233,102,204,75,424,130,211,105,17,17,28,31,1400000US08107000100,"Census Tract 1, Routt County, Colorado"
1513,158,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,14,0,12,1,2,23,23,0,12,17,15,0,12,442,102,100,64,135,46,256,85,190,65,183,78,148,51,0,12,10,17,1400000US08107000200,"Census Tract 2, Routt County, Colorado"
1844,241,6,10,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,28,28,0,12,5,9,34,42,38,46,404,97,115,84,150,69,313,67,59,33,398,113,199,98,84,56,11,16,1400000US08107000300,"Census Tract 3, Routt County, Colorado"
2701,305,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,16,493,178,141,75,168,76,368,111,245,115,797,189,237,88,211,135,32,39,1400000US08107000400,"Census Tract 4, Routt County, Colorado"
3204,407,20,32,0,12,0,12,0,12,0,12,0,12,0,12,0,12,32,34,0,12,0,12,46,49,0,12,10,16,0,12,366,185,145,102,153,89,559,164,244,107,1086,236,402,157,104,64,37,47,1400000US08107000500,"Census Tract 5, Routt County, Colorado"
2393,259,27,41,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7,13,35,54,0,12,0,12,71,72,37,44,308,118,29,39,108,68,285,122,149,70,897,175,424,159,16,18,0,12,1400000US08107000600,"Census Tract 6, Routt County, Colorado"
3728,415,40,51,0,12,0,12,0,12,0,12,10,23,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,287,156,60,71,96,64,409,150,181,106,1639,348,547,194,354,220,105,92,1400000US08107000700,"Census Tract 7, Routt County, Colorado"
1522,196,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,34,52,0,12,13,17,7,9,6,9,365,122,39,34,86,57,198,62,134,48,387,87,165,71,66,47,22,13,1400000US08107000800,"Census Tract 8, Routt County, Colorado"
2824,144,21,30,0,12,0,12,8,11,0,12,0,12,0,12,10,13,6,8,0,12,37,24,5,7,5,7,98,46,25,17,650,140,132,60,166,58,608,124,194,65,555,118,240,81,38,33,26,31,1400000US08109977600,"Census Tract 9776, Saguache County, Colorado"
2005,157,54,41,0,12,0,12,0,12,7,11,0,12,0,12,27,37,151,60,38,37,118,76,54,35,36,36,27,22,91,45,554,145,139,63,94,44,330,97,77,53,172,99,31,41,0,12,5,8,1400000US08109977700,"Census Tract 9777, Saguache County, Colorado"
485,83,0,12,0,12,0,12,0,12,0,12,0,12,0,12,4,7,11,18,9,16,0,12,6,11,0,12,0,12,0,12,97,36,28,19,10,11,112,39,35,20,127,51,46,26,0,12,0,12,1400000US08111972600,"Census Tract 9726, San Juan County, Colorado"
1450,166,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,16,0,12,0,12,26,32,0,12,0,12,22,32,99,71,0,12,54,51,132,75,19,20,793,150,169,78,82,57,44,46,1400000US08113968101,"Census Tract 9681.01, San Miguel County, Colorado"
1442,141,5,7,0,12,0,12,0,12,0,12,0,12,0,12,0,12,11,12,0,12,8,12,8,11,4,6,0,12,0,12,168,58,23,23,49,23,179,51,85,37,650,87,173,63,67,33,12,11,1400000US08113968102,"Census Tract 9681.02, San Miguel County, Colorado"
1762,166,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1,2,0,12,14,21,0,12,269,106,13,18,42,31,245,74,104,48,781,145,191,65,59,40,43,32,1400000US08113968103,"Census Tract 9681.03, San Miguel County, Colorado"
1395,149,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,15,16,15,14,6,9,21,24,27,22,318,84,35,18,30,26,280,111,119,60,371,100,112,61,46,39,0,12,1400000US08113968200,"Census Tract 9682, San Miguel County, Colorado"
1614,67,18,13,0,12,0,12,0,12,0,12,0,12,0,12,15,21,17,16,2,3,15,13,9,7,39,23,36,15,59,63,386,55,84,27,165,43,249,47,205,71,211,44,88,29,12,8,4,5,1400000US08115968300,"Census Tract 9683, Sedgwick County, Colorado"
6556,717,1,3,0,17,0,17,0,17,0,17,0,17,0,17,48,76,19,34,0,17,346,308,100,90,87,70,111,138,68,64,1163,270,60,71,215,142,845,371,372,162,2393,659,540,266,141,92,47,67,1400000US08117000100,"Census Tract 1, Summit County, Colorado"
5325,634,0,17,0,17,0,17,0,17,0,17,0,17,53,64,22,29,133,130,0,17,129,128,136,125,0,17,75,104,9,17,946,330,25,35,231,131,681,218,242,136,1929,480,486,171,140,96,88,123,1400000US08117000200,"Census Tract 2, Summit County, Colorado"
3718,408,0,12,0,12,0,12,0,12,0,12,0,12,11,25,48,79,0,12,0,12,0,12,0,12,0,12,0,12,0,12,467,242,440,153,0,12,345,189,424,226,1364,319,337,167,216,212,66,77,1400000US08117000300,"Census Tract 3, Summit County, Colorado"
2929,477,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,12,22,14,21,39,41,0,12,0,12,0,12,0,12,337,155,283,243,99,73,302,161,142,79,1120,329,476,179,102,66,3,5,1400000US08117000401,"Census Tract 4.01, Summit County, Colorado"
4831,633,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,127,169,0,17,0,17,75,105,445,209,28,38,43,68,1160,389,169,152,1989,446,623,172,57,53,115,115,1400000US08117000402,"Census Tract 4.02, Summit County, Colorado"
5836,353,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,70,62,9,16,32,55,708,209,139,119,500,157,971,207,791,229,1594,290,785,174,153,93,84,72,1400000US08119010103,"Census Tract 101.03, Teller County, Colorado"
1499,145,12,18,0,12,10,17,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1,3,0,12,9,11,1,2,35,23,189,73,34,27,86,34,187,59,235,73,346,79,218,80,57,45,79,96,1400000US08119010104,"Census Tract 101.04, Teller County, Colorado"
5112,473,15,26,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,43,52,25,31,31,34,644,174,473,211,260,116,831,192,718,248,1303,313,624,225,96,52,49,57,1400000US08119010105,"Census Tract 101.05, Teller County, Colorado"
3826,383,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,17,35,27,44,20,31,49,50,42,39,1070,262,142,119,223,100,753,222,378,124,689,271,337,146,70,65,9,14,1400000US08119010106,"Census Tract 101.06, Teller County, Colorado"
1990,219,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,15,24,0,12,9,14,13,24,18,28,15,26,706,144,79,48,151,75,387,113,156,58,278,98,128,58,11,12,24,28,1400000US08119010201,"Census Tract 102.01, Teller County, Colorado"
468,89,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,2,5,2,4,0,12,132,45,38,32,48,24,65,29,53,29,72,38,49,32,7,12,0,12,1400000US08119010202,"Census Tract 102.02, Teller County, Colorado"
1453,86,12,13,1,3,0,12,0,12,5,10,0,12,0,12,9,12,0,12,0,12,7,12,7,6,28,20,43,24,11,11,343,60,70,22,110,29,377,65,141,33,215,45,65,21,7,7,2,4,1400000US08121924100,"Census Tract 9241, Washington County, Colorado"
1937,88,14,18,0,12,0,12,0,12,5,9,0,12,0,12,0,12,6,8,0,12,15,21,15,18,15,23,50,41,32,17,641,80,117,41,160,49,431,83,204,44,140,39,52,25,28,19,12,13,1400000US08121924200,"Census Tract 9242, Washington County, Colorado"
1802,223,80,51,0,12,0,12,0,12,0,12,24,32,62,61,0,12,14,21,6,10,74,52,36,37,81,61,83,64,38,37,350,128,163,93,125,61,340,109,96,59,130,76,81,39,8,14,11,18,1400000US08123000100,"Census Tract 1, Weld County, Colorado"
854,115,24,24,0,12,11,18,0,12,0,12,13,17,0,12,10,15,0,12,12,10,30,30,23,32,19,17,0,12,0,12,211,75,92,45,37,26,135,59,64,36,98,53,61,35,0,12,14,15,1400000US08123000200,"Census Tract 2, Weld County, Colorado"
24,29,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,16,24,0,12,0,12,8,16,0,12,0,12,1400000US08123000300,"Census Tract 3, Weld County, Colorado"
2215,201,100,81,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,32,49,17,40,0,12,67,46,31,33,39,44,265,95,70,65,131,83,471,117,215,71,453,114,198,76,48,44,78,69,1400000US08123000401,"Census Tract 4.01, Weld County, Colorado"
2356,213,50,65,0,12,0,12,0,12,0,12,0,12,0,12,35,37,0,12,28,45,30,41,13,20,20,31,54,55,19,23,471,188,282,131,175,74,454,121,173,74,369,112,170,83,0,12,13,21,1400000US08123000402,"Census Tract 4.02, Weld County, Colorado"
1767,212,169,79,0,12,0,12,0,12,13,24,0,12,6,9,57,35,33,29,0,12,139,100,39,47,65,45,27,27,112,75,556,145,90,60,73,55,238,111,98,77,46,38,6,10,0,12,0,12,1400000US08123000501,"Census Tract 5.01, Weld County, Colorado"
2075,239,60,54,0,12,0,12,0,12,0,12,9,14,0,12,10,41,154,100,17,26,122,84,50,63,123,79,27,43,51,48,385,149,363,191,120,74,203,91,104,68,218,95,59,44,0,12,0,12,1400000US08123000502,"Census Tract 5.02, Weld County, Colorado"
1643,233,70,37,0,12,0,12,4,6,0,12,4,6,16,22,24,22,42,43,0,12,93,60,88,64,75,48,118,66,64,48,440,132,168,108,64,54,279,104,47,38,34,27,13,27,0,12,0,12,1400000US08123000600,"Census Tract 6, Weld County, Colorado"
1085,125,57,39,0,12,8,12,14,23,0,12,0,12,0,12,6,9,60,52,19,22,27,22,25,29,11,13,67,73,77,51,247,83,144,49,42,32,123,48,79,44,35,22,44,27,0,12,0,12,1400000US08123000701,"Census Tract 7.01, Weld County, Colorado"
3911,354,154,95,0,17,0,17,0,17,22,39,44,52,12,22,28,38,254,147,54,87,224,126,166,99,18,26,171,100,120,89,913,262,374,181,244,114,579,152,225,89,209,83,100,65,0,17,0,17,1400000US08123000703,"Census Tract 7.03, Weld County, Colorado"
646,51,8,11,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,42,40,0,12,6,9,16,18,154,46,22,17,28,25,191,67,66,37,89,36,24,19,0,12,0,12,1400000US08123000704,"Census Tract 7.04, Weld County, Colorado"
1155,103,7,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,28,40,0,12,10,16,30,19,31,26,17,30,0,12,344,100,57,39,82,43,179,80,130,50,196,53,34,27,5,8,5,9,1400000US08123000705,"Census Tract 7.05, Weld County, Colorado"
1625,239,36,37,0,12,0,12,12,18,0,12,1,4,0,12,40,44,37,40,4,5,38,26,67,60,27,35,22,19,47,42,487,183,130,78,137,73,157,75,52,44,245,119,86,49,0,12,0,12,1400000US08123000800,"Census Tract 8, Weld County, Colorado"
2070,195,17,20,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,25,19,0,12,0,12,57,40,368,130,104,44,200,89,434,177,278,86,325,146,207,93,34,26,21,27,1400000US08123000900,"Census Tract 9, Weld County, Colorado"
2405,260,84,62,0,12,0,12,0,12,0,12,11,21,0,12,5,9,86,70,48,47,88,74,135,82,51,56,174,115,59,50,640,159,111,62,140,72,384,144,119,55,240,143,30,31,0,12,0,12,1400000US08123001003,"Census Tract 10.03, Weld County, Colorado"
2572,263,57,56,0,12,0,12,0,12,0,12,17,25,0,12,0,12,19,29,0,12,12,33,124,95,136,84,132,80,74,65,679,210,208,90,114,77,458,168,185,81,283,148,67,59,0,12,7,10,1400000US08123001004,"Census Tract 10.04, Weld County, Colorado"
4542,373,49,57,0,17,0,17,0,17,0,17,0,17,0,17,0,17,68,68,128,113,0,17,34,42,316,202,112,99,192,105,1211,293,336,149,260,156,785,288,306,133,647,238,98,89,0,17,0,17,1400000US08123001005,"Census Tract 10.05, Weld County, Colorado"
3229,196,100,97,0,12,0,12,0,12,0,12,14,18,0,12,0,12,26,25,0,12,35,31,66,55,107,80,156,75,119,73,1032,202,162,78,197,76,555,185,215,112,361,95,73,49,0,12,11,16,1400000US08123001006,"Census Tract 10.06, Weld County, Colorado"
3276,276,11,16,0,12,0,12,0,12,0,12,38,49,11,17,0,12,65,74,10,17,34,31,63,47,106,97,41,45,23,26,783,175,226,111,197,74,556,179,427,129,421,111,205,89,15,17,44,27,1400000US08123001100,"Census Tract 11, Weld County, Colorado"
2760,191,62,47,0,12,0,12,0,12,0,12,0,12,0,12,16,25,77,70,10,17,40,33,42,63,130,73,67,47,79,44,611,150,146,71,184,72,473,107,207,82,398,108,149,74,63,65,6,10,1400000US08123001201,"Census Tract 12.01, Weld County, Colorado"
2147,204,24,30,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,41,35,91,87,61,72,9,17,32,30,324,124,162,93,244,117,312,115,155,65,353,118,265,93,37,45,37,37,1400000US08123001202,"Census Tract 12.02, Weld County, Colorado"
4098,366,152,114,0,17,0,17,0,17,0,17,0,17,0,17,82,97,127,135,73,70,204,118,118,76,217,121,136,121,127,114,1219,246,226,111,267,119,562,197,256,124,270,128,62,66,0,17,0,17,1400000US08123001300,"Census Tract 13, Weld County, Colorado"
2112,138,9,13,0,12,0,12,0,12,0,12,16,16,0,12,13,16,49,46,19,23,114,79,12,21,42,31,26,33,64,62,510,126,103,53,151,50,354,101,230,77,273,60,83,36,21,20,23,17,1400000US08123001404,"Census Tract 14.04, Weld County, Colorado"
3115,234,16,26,0,12,0,12,0,12,0,12,0,12,0,12,36,56,75,66,38,59,0,12,29,32,55,49,81,70,14,22,666,185,329,170,378,127,399,141,368,100,443,164,144,54,29,36,15,18,1400000US08123001405,"Census Tract 14.05, Weld County, Colorado"
4178,409,0,17,0,17,0,17,0,17,0,17,0,17,0,17,17,29,83,47,0,17,0,17,86,43,23,39,65,61,0,17,860,274,133,101,346,150,779,271,644,182,791,202,221,124,110,93,20,28,1400000US08123001406,"Census Tract 14.06, Weld County, Colorado"
2171,175,18,22,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,55,53,0,12,0,12,441,144,49,55,145,69,368,129,194,74,599,153,177,71,71,53,54,52,1400000US08123001407,"Census Tract 14.07, Weld County, Colorado"
1503,133,9,12,0,12,0,12,0,12,0,12,0,12,14,20,0,12,11,14,0,12,21,20,11,13,13,18,14,14,9,11,320,113,54,40,98,32,272,73,116,50,303,54,161,52,58,36,19,18,1400000US08123001408,"Census Tract 14.08, Weld County, Colorado"
2236,198,39,42,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,44,61,16,25,0,12,0,12,0,12,29,42,358,159,10,15,210,90,436,153,295,127,332,101,403,96,26,25,38,32,1400000US08123001409,"Census Tract 14.09, Weld County, Colorado"
2566,208,52,47,0,12,0,12,0,12,0,12,0,12,0,12,0,12,30,36,0,12,0,12,21,30,30,35,19,21,70,57,408,112,54,38,180,68,323,88,210,79,700,143,315,83,64,35,90,47,1400000US08123001410,"Census Tract 14.10, Weld County, Colorado"
1778,152,15,22,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,16,0,12,30,29,50,60,11,18,226,76,36,34,174,90,367,128,290,111,335,88,153,62,40,34,41,30,1400000US08123001411,"Census Tract 14.11, Weld County, Colorado"
2172,221,9,14,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,13,19,0,12,35,45,0,12,371,113,70,45,200,70,326,107,248,97,571,141,256,87,36,31,37,32,1400000US08123001412,"Census Tract 14.12, Weld County, Colorado"
1963,173,0,12,0,12,0,12,0,12,12,20,0,12,0,12,0,12,0,12,16,25,22,26,0,12,10,16,0,12,12,16,412,121,139,73,158,82,328,129,275,114,321,95,237,105,14,16,7,13,1400000US08123001413,"Census Tract 14.13, Weld County, Colorado"
1605,78,8,11,0,12,0,12,0,12,0,12,0,12,0,12,7,11,0,12,6,8,14,14,0,12,15,14,49,40,6,9,272,60,79,36,123,48,288,76,209,76,270,71,207,49,11,12,41,32,1400000US08123001414,"Census Tract 14.14, Weld County, Colorado"
2535,184,43,69,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,24,27,52,45,423,164,62,48,297,111,324,110,281,89,703,124,262,86,46,40,18,22,1400000US08123001415,"Census Tract 14.15, Weld County, Colorado"
2115,152,13,20,0,12,0,12,0,12,0,12,19,32,0,12,0,12,0,12,0,12,5,8,28,43,5,9,0,12,29,27,541,145,65,45,170,72,267,68,163,74,462,109,224,77,73,37,51,36,1400000US08123001416,"Census Tract 14.16, Weld County, Colorado"
1820,167,36,46,0,12,0,12,0,12,0,12,0,12,0,12,3,6,0,12,0,12,33,45,43,47,83,58,23,22,15,16,568,140,49,32,130,47,325,81,216,68,198,48,85,51,7,10,6,10,1400000US08123001417,"Census Tract 14.17, Weld County, Colorado"
5121,439,59,59,0,17,0,17,0,17,106,116,0,17,0,17,0,17,29,44,25,39,27,33,24,41,168,199,141,100,114,101,1176,241,24,36,410,164,493,199,439,147,1306,255,502,198,59,62,19,24,1400000US08123001500,"Census Tract 15, Weld County, Colorado"
3225,248,50,46,0,12,0,12,0,12,0,12,12,19,14,22,0,12,9,14,14,21,51,39,117,87,14,23,97,54,69,57,800,161,180,72,79,43,607,166,326,92,560,200,184,82,33,27,9,13,1400000US08123001600,"Census Tract 16, Weld County, Colorado"
3404,185,47,30,0,17,0,17,0,17,0,17,9,13,0,17,16,18,74,51,22,29,128,68,75,43,69,37,89,38,102,44,969,149,163,58,285,74,465,88,307,87,383,86,174,55,24,23,3,4,1400000US08123001700,"Census Tract 17, Weld County, Colorado"
3107,275,14,17,0,12,0,12,16,19,5,9,5,8,0,12,0,12,43,40,0,12,65,52,86,50,53,35,80,53,31,25,1066,224,93,48,202,67,444,130,404,118,297,90,162,69,32,30,9,15,1400000US08123001800,"Census Tract 18, Weld County, Colorado"
5349,469,188,142,0,17,12,20,0,17,0,17,4,29,0,17,67,69,144,122,42,51,29,28,129,113,90,86,213,115,198,126,1203,291,372,212,533,206,795,220,492,194,685,264,137,94,16,24,0,17,1400000US08123001902,"Census Tract 19.02, Weld County, Colorado"
2926,223,109,70,0,12,0,12,0,12,0,12,0,12,0,12,14,17,125,71,5,9,47,52,92,62,18,23,223,94,88,70,738,191,168,84,160,77,584,181,168,69,275,100,103,57,9,14,0,12,1400000US08123001905,"Census Tract 19.05, Weld County, Colorado"
