B03002_001E,B03002_001M,B03002_002E,B03002_002M,B03002_003E,B03002_003M,B03002_004E,B03002_004M,B03002_005E,B03002_005M,B03002_006E,B03002_006M,B03002_007E,B03002_007M,B03002_008E,B03002_008M,B03002_009E,B03002_009M,B03002_010E,B03002_010M,B03002_011E,B03002_011M,B03002_012E,B03002_012M,B03002_013E,B03002_013M,B03002_014E,B03002_014M,B03002_015E,B03002_015M,B03002_016E,B03002_016M,B03002_017E,B03002_017M,B03002_018E,B03002_018M,B03002_019E,B03002_019M,B03002_020E,B03002_020M,B03002_021E,B03002_021M,GEO_ID,NAME
7616,585,7062,597,6853,613,0,17,103,89,45,45,0,17,0,17,61,75,0,17,61,75,554,219,518,232,0,17,28,41,0,17,0,17,0,17,8,13,0,17,8,13,1400000US08077001502,"Census Tract 15.02, Mesa County, Colorado"
3722,243,3507,288,3322,297,0,12,0,12,185,125,0,12,0,12,0,12,0,12,0,12,215,109,193,107,0,12,7,12,0,12,0,12,15,24,0,12,0,12,0,12,1400000US08077001600,"Census Tract 16, Mesa County, Colorado"
4757,411,4390,412,4049,408,0,12,18,18,15,23,12,22,0,12,296,166,0,12,296,166,367,165,335,163,0,12,0,12,0,12,0,12,32,34,0,12,0,12,0,12,1400000US08077001702,"Census Tract 17.02, Mesa County, Colorado"
4325,432,3450,384,3212,378,0,12,24,48,21,28,0,12,31,29,162,119,28,33,134,120,875,181,807,226,0,12,0,12,0,12,0,12,0,12,68,128,68,128,0,12,1400000US08077001703,"Census Tract 17.03, Mesa County, Colorado"
5765,748,5042,775,4817,775,9,64,0,17,81,100,0,17,4,12,131,198,0,17,131,198,723,374,622,340,0,17,38,45,0,17,0,17,50,65,13,21,13,21,0,17,1400000US08077001705,"Census Tract 17.05, Mesa County, Colorado"
6189,733,4636,767,4406,761,11,22,0,17,106,114,0,17,0,17,113,100,0,17,113,100,1553,482,1535,489,0,17,18,36,0,17,0,17,0,17,0,17,0,17,0,17,1400000US08077001706,"Census Tract 17.06, Mesa County, Colorado"
5826,654,4931,653,4673,629,101,118,0,17,62,100,0,17,0,17,95,86,0,17,95,86,895,294,758,267,0,17,35,43,0,17,0,17,56,71,46,60,30,52,16,28,1400000US08077001707,"Census Tract 17.07, Mesa County, Colorado"
3039,318,2788,277,2689,243,54,41,0,12,0,12,7,14,0,12,38,37,0,12,38,37,251,119,213,103,8,18,2,3,0,12,0,12,10,13,18,21,4,6,14,21,1400000US08077001800,"Census Tract 18, Mesa County, Colorado"
5013,399,4834,428,4786,425,5,8,0,17,19,33,0,17,0,17,24,40,0,17,24,40,179,147,178,146,0,17,0,17,0,17,0,17,1,3,0,17,0,17,0,17,1400000US08077001900,"Census Tract 19, Mesa County, Colorado"
824,112,745,111,712,103,8,17,0,12,4,6,0,12,0,12,21,23,18,20,3,7,79,69,8,10,1,3,12,19,0,12,0,12,43,47,15,22,15,22,0,12,1400000US08079973600,"Census Tract 9736, Mineral County, Colorado"
2693,325,2673,326,2575,325,35,50,7,13,0,12,0,12,0,12,56,69,0,12,56,69,20,31,0,12,0,12,0,12,0,12,0,12,14,22,6,9,6,9,0,12,1400000US08081000300,"Census Tract 3, Moffat County, Colorado"
4602,488,3486,471,3353,478,62,60,29,44,0,12,0,12,0,12,42,62,0,12,42,62,1116,198,1033,189,28,31,0,12,0,12,0,12,55,68,0,12,0,12,0,12,1400000US08081000400,"Census Tract 4, Moffat County, Colorado"
4558,303,3753,294,3476,304,33,47,35,42,18,38,0,12,37,54,154,62,0,12,154,62,805,178,709,195,0,12,0,12,0,12,0,12,44,39,52,73,0,12,52,73,1400000US08081000500,"Census Tract 5, Moffat County, Colorado"
1274,250,1171,258,1139,244,0,12,0,12,0,12,0,12,0,12,32,42,0,12,32,42,103,71,103,71,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1400000US08081000600,"Census Tract 6, Moffat County, Colorado"
1815,360,1791,365,150,61,0,12,1636,373,5,10,0,12,0,12,0,12,0,12,0,12,24,29,17,25,0,12,7,15,0,12,0,12,0,12,0,12,0,12,0,12,1400000US08083941100,"Census Tract 9411, Montezuma County, Colorado"
3407,311,3029,262,2800,280,1,2,176,99,0,12,0,12,3,4,49,47,0,12,49,47,378,183,290,168,0,12,0,12,0,12,0,12,88,95,0,12,0,12,0,12,1400000US08083969000,"Census Tract 9690, Montezuma County, Colorado"
3718,347,3429,350,3304,331,15,24,81,98,13,22,0,12,0,12,16,25,0,12,16,25,289,126,212,129,9,20,12,18,0,12,0,12,56,46,0,12,0,12,0,12,1400000US08083969100,"Census Tract 9691, Montezuma County, Colorado"
2632,278,2454,268,2394,275,0,12,33,53,0,12,17,32,0,12,10,16,0,12,10,16,178,142,168,140,0,12,0,12,0,12,0,12,0,12,10,17,10,17,0,12,1400000US08083969200,"Census Tract 9692, Montezuma County, Colorado"
5973,422,4857,401,4352,382,41,40,177,152,78,65,0,17,29,43,180,94,0,17,180,94,1116,236,596,225,0,17,18,40,0,17,0,17,502,255,0,17,0,17,0,17,1400000US08083969300,"Census Tract 9693, Montezuma County, Colorado"
3628,277,2971,269,2244,297,0,12,486,240,100,80,0,12,0,12,141,106,0,12,141,106,657,270,470,257,0,12,0,12,0,12,0,12,151,109,36,81,0,12,36,81,1400000US08083969400,"Census Tract 9694, Montezuma County, Colorado"
4858,505,4240,456,3610,397,6,8,548,290,0,12,0,12,0,12,76,70,38,49,38,50,618,261,470,246,0,12,19,28,0,12,0,12,111,83,18,32,18,32,0,12,1400000US08083969600,"Census Tract 9696, Montezuma County, Colorado"
2239,225,2190,225,2121,220,42,46,0,12,3,4,0,12,0,12,24,28,0,12,24,28,49,25,45,25,0,12,0,12,0,12,0,12,0,12,4,6,0,12,4,6,1400000US08085966100,"Census Tract 9661, Montrose County, Colorado"
2547,285,2199,281,2186,281,0,12,2,5,0,12,0,12,0,12,11,17,0,12,11,17,348,88,262,96,31,41,0,12,0,12,0,12,47,76,8,13,8,13,0,12,1400000US08085966201,"Census Tract 9662.01, Montrose County, Colorado"
4211,424,2684,329,2650,325,0,12,28,44,0,12,0,12,0,12,6,11,0,12,6,11,1527,303,1429,313,11,17,12,22,0,12,0,12,58,51,17,26,17,26,0,12,1400000US08085966202,"Census Tract 9662.02, Montrose County, Colorado"
5849,436,4281,405,4044,421,6,13,89,100,56,46,86,94,0,17,0,17,0,17,0,17,1568,346,1423,347,5,10,22,28,0,17,21,35,87,78,10,19,0,17,10,19,1400000US08085966300,"Census Tract 9663, Montrose County, Colorado"
6513,476,5529,437,5312,426,10,12,81,86,0,17,0,17,0,17,126,109,11,18,115,108,984,278,800,256,0,17,15,24,0,17,0,17,82,76,87,87,0,17,87,87,1400000US08085966400,"Census Tract 9664, Montrose County, Colorado"
3021,293,2786,377,2706,373,0,12,23,35,18,22,0,12,0,12,39,41,0,12,39,41,235,167,171,134,0,12,16,28,39,74,0,12,9,15,0,12,0,12,0,12,1400000US08085966501,"Census Tract 9665.01, Montrose County, Colorado"
3737,297,3231,227,3053,220,0,12,21,30,39,38,26,40,0,12,92,86,0,12,92,86,506,192,382,189,0,12,0,12,0,12,0,12,44,34,80,89,50,64,30,57,1400000US08085966502,"Census Tract 9665.02, Montrose County, Colorado"
3773,378,2379,340,2174,289,0,12,44,44,87,71,0,12,0,12,74,83,0,12,74,83,1394,482,1379,487,0,12,0,12,3,7,0,12,12,22,0,12,0,12,0,12,1400000US08085966503,"Census Tract 9665.03, Montrose County, Colorado"
5155,378,3271,354,3044,357,0,17,37,63,110,79,0,17,20,30,60,64,0,17,60,64,1884,349,1567,390,0,17,0,17,0,17,0,17,317,229,0,17,0,17,0,17,1400000US08085966601,"Census Tract 9666.01, Montrose County, Colorado"
4641,329,4540,336,4414,343,58,56,0,12,31,27,0,12,10,16,27,33,0,12,27,33,101,53,92,51,0,12,0,12,0,12,0,12,9,16,0,12,0,12,0,12,1400000US08085966602,"Census Tract 9666.02, Montrose County, Colorado"
2794,330,2255,273,2017,180,157,219,2,5,61,59,0,12,0,12,18,20,9,12,9,17,539,211,517,209,0,12,0,12,0,12,0,12,12,13,10,11,4,6,6,10,1400000US08087000100,"Census Tract 1, Morgan County, Colorado"
2915,237,2262,180,2238,184,0,12,4,8,6,9,0,12,0,12,14,15,0,12,14,15,653,225,585,216,0,12,15,22,0,12,0,12,3,6,50,58,0,12,50,58,1400000US08087000200,"Census Tract 2, Morgan County, Colorado"
1973,238,1112,162,1080,153,0,12,0,12,0,12,11,19,0,12,21,23,1,4,20,23,861,208,814,210,0,12,19,28,0,12,0,12,15,17,13,28,6,11,7,24,1400000US08087000300,"Census Tract 3, Morgan County, Colorado"
3963,377,2252,280,2101,243,115,138,0,12,2,5,0,12,0,12,34,37,0,12,34,37,1711,405,1383,408,0,12,0,12,0,12,0,12,271,214,57,53,16,20,41,47,1400000US08087000400,"Census Tract 4, Morgan County, Colorado"
2664,281,1233,228,913,147,219,167,8,12,75,89,0,12,0,12,18,15,5,8,13,13,1431,248,1150,263,0,12,0,12,0,12,0,12,116,92,165,130,92,80,73,94,1400000US08087000500,"Census Tract 5, Morgan County, Colorado"
6518,509,3266,361,2593,351,547,275,12,20,8,14,0,17,0,17,106,59,0,17,106,59,3252,494,2809,600,0,17,0,17,0,17,0,17,283,219,160,129,137,119,23,41,1400000US08087000600,"Census Tract 6, Morgan County, Colorado"
5971,283,4494,349,4316,344,0,17,27,32,0,17,39,63,0,17,112,97,0,17,112,97,1477,406,1098,326,0,17,15,23,0,17,0,17,160,132,204,178,204,178,0,17,1400000US08087000700,"Census Tract 7, Morgan County, Colorado"
1719,189,1337,128,1337,128,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,382,208,368,211,0,12,12,18,0,12,0,12,2,4,0,12,0,12,0,12,1400000US08087000800,"Census Tract 8, Morgan County, Colorado"
1593,187,1199,149,1184,148,0,12,0,12,0,12,7,19,0,12,8,8,0,12,8,8,394,157,378,156,0,12,0,12,0,12,0,12,10,16,6,8,0,12,6,8,1400000US08089968000,"Census Tract 9680, Otero County, Colorado"
2527,373,595,220,536,198,13,17,12,20,6,16,0,12,0,12,28,50,0,12,28,50,1932,417,1738,431,0,12,19,23,0,12,0,12,143,91,32,30,24,27,8,12,1400000US08089968100,"Census Tract 9681, Otero County, Colorado"
2764,234,1582,207,1331,170,0,12,40,31,0,12,0,12,0,12,211,100,0,12,211,100,1182,224,971,292,0,12,58,64,0,12,0,12,153,154,0,12,0,12,0,12,1400000US08089968200,"Census Tract 9682, Otero County, Colorado"
4104,376,2495,234,2412,232,52,43,15,25,13,26,0,12,0,12,3,6,0,12,3,6,1609,365,1444,381,0,12,7,12,8,13,0,12,63,46,87,74,46,48,41,42,1400000US08089968300,"Census Tract 9683, Otero County, Colorado"
1101,177,718,116,692,110,15,22,2,3,0,12,0,12,2,3,7,13,0,12,7,13,383,154,360,154,0,12,3,4,0,12,0,12,20,20,0,12,0,12,0,12,1400000US08089968400,"Census Tract 9684, Otero County, Colorado"
1608,144,1333,135,1302,137,9,18,0,12,0,12,0,12,0,12,22,19,0,12,22,19,275,137,234,134,0,12,23,25,0,12,0,12,18,21,0,12,0,12,0,12,1400000US08089968500,"Census Tract 9685, Otero County, Colorado"
4585,294,2702,303,2254,282,24,20,0,12,140,63,6,12,190,190,88,78,0,12,88,78,1883,406,1643,425,0,12,39,59,0,12,0,12,133,115,68,86,68,86,0,12,1400000US08089968600,"Census Tract 9686, Otero County, Colorado"
4796,*****,4699,72,4590,102,15,23,16,25,35,44,3,6,0,12,40,34,0,12,40,34,97,72,94,72,0,12,0,12,0,12,0,12,3,7,0,12,0,12,0,12,1400000US08091967600,"Census Tract 9676, Ouray County, Colorado"
7051,580,6461,563,5980,473,0,17,52,85,0,17,0,17,80,95,349,253,0,17,349,253,590,216,560,221,30,47,0,17,0,17,0,17,0,17,0,17,0,17,0,17,1400000US08093000100,"Census Tract 1, Park County, Colorado"
3836,461,3714,475,3458,453,0,12,0,12,48,51,23,47,0,12,185,133,0,12,185,133,122,94,74,62,0,12,2,7,23,43,0,12,22,30,1,3,0,12,1,3,1400000US08093000200,"Census Tract 2, Park County, Colorado"
2900,388,2701,377,2645,367,26,37,0,12,0,12,0,12,0,12,30,62,0,12,30,62,199,116,171,112,0,12,0,12,0,12,0,12,21,28,7,15,0,12,7,15,1400000US08093000300,"Census Tract 3, Park County, Colorado"
1378,397,1271,364,1271,364,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,107,123,107,123,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1400000US08093000400,"Census Tract 4, Park County, Colorado"
2702,436,2629,417,2538,396,0,12,0,12,52,68,0,12,0,12,39,73,0,12,39,73,73,57,52,47,0,12,21,24,0,12,0,12,0,12,0,12,0,12,0,12,1400000US08093000500,"Census Tract 5, Park County, Colorado"
3050,107,2072,165,1994,159,5,11,0,12,22,25,0,12,0,12,51,46,0,12,51,46,978,185,921,200,4,7,0,12,0,12,0,12,46,81,7,15,0,12,7,15,1400000US08095967600,"Census Tract 9676, Phillips County, Colorado"
1240,108,1191,112,1184,112,0,12,0,12,0,12,0,12,0,12,7,11,0,12,7,11,49,45,47,44,0,12,0,12,0,12,0,12,2,5,0,12,0,12,0,12,1400000US08095967700,"Census Tract 9677, Phillips County, Colorado"
7440,481,6346,430,6159,469,129,178,0,17,0,17,0,17,48,87,10,24,0,17,10,24,1094,324,769,399,0,17,0,17,0,17,0,17,304,411,21,37,0,17,21,37,1400000US08097000100,"Census Tract 1, Pitkin County, Colorado"
4779,515,4503,507,4259,475,36,60,0,12,154,194,0,12,0,12,54,85,0,12,54,85,276,180,172,138,0,12,18,35,0,12,0,12,75,105,11,21,11,21,0,12,1400000US08097000401,"Census Tract 4.01, Pitkin County, Colorado"
2926,440,2726,438,2361,449,0,12,0,12,243,268,0,12,27,34,95,147,0,12,95,147,200,178,56,58,9,21,0,12,6,10,0,12,129,170,0,12,0,12,0,12,1400000US08097000402,"Census Tract 4.02, Pitkin County, Colorado"
2781,412,2542,369,2517,349,0,12,0,12,0,12,0,12,0,12,25,148,0,12,25,148,239,162,46,60,0,12,0,12,0,12,0,12,159,127,34,48,8,16,26,45,1400000US08097000500,"Census Tract 5, Pitkin County, Colorado"
1490,121,1345,120,1317,121,0,12,0,12,26,37,0,12,0,12,2,4,0,12,2,4,145,61,121,54,0,12,0,12,0,12,0,12,24,26,0,12,0,12,0,12,1400000US08099000100,"Census Tract 1, Prowers County, Colorado"
2421,232,1004,150,900,147,32,31,8,11,25,33,0,12,0,12,39,37,0,12,39,37,1417,210,1310,230,0,12,24,34,0,12,0,12,83,83,0,12,0,12,0,12,1400000US08099000200,"Census Tract 2, Prowers County, Colorado"
4575,237,3142,230,2957,241,61,55,17,29,9,13,0,12,0,12,98,50,0,12,98,50,1433,289,1298,283,0,12,110,144,0,12,0,12,0,12,25,38,0,12,25,38,1400000US08099000300,"Census Tract 3, Prowers County, Colorado"
1365,132,791,122,785,122,0,12,0,12,0,12,0,12,0,12,6,8,0,12,6,8,574,146,566,145,0,12,0,12,0,12,0,12,0,12,8,13,0,12,8,13,1400000US08099000600,"Census Tract 6, Prowers County, Colorado"
2171,164,1167,133,1121,133,2,6,22,27,10,15,0,12,0,12,12,14,0,12,12,14,1004,179,976,178,0,12,0,12,0,12,0,12,16,15,12,17,0,12,12,17,1400000US08099000700,"Census Tract 7, Prowers County, Colorado"
2576,263,1558,202,1471,164,0,12,0,12,0,12,0,12,0,12,87,74,0,12,87,74,1018,236,411,167,171,215,276,206,0,12,0,12,113,91,47,41,0,12,47,41,1400000US08101000100,"Census Tract 1, Pueblo County, Colorado"
2019,265,662,136,623,132,22,28,8,11,0,12,0,12,0,12,9,15,0,12,9,15,1357,248,884,210,5,10,140,101,4,8,0,12,238,206,86,88,5,8,81,85,1400000US08101000200,"Census Tract 2, Pueblo County, Colorado"
1838,215,1338,207,1033,182,260,98,28,23,2,7,0,12,0,12,15,18,0,12,15,18,500,116,493,115,0,12,0,12,0,12,0,12,0,12,7,12,0,12,7,12,1400000US08101000300,"Census Tract 3, Pueblo County, Colorado"
2714,354,1530,192,1439,185,33,43,0,12,8,14,0,12,0,12,50,67,0,12,50,67,1184,299,847,315,0,12,129,93,0,12,0,12,164,110,44,46,0,12,44,46,1400000US08101000400,"Census Tract 4, Pueblo County, Colorado"
2062,180,1450,206,1276,206,14,24,60,46,29,43,0,12,0,12,71,58,0,12,71,58,612,152,361,121,36,47,51,53,0,12,0,12,157,100,7,14,0,12,7,14,1400000US08101000500,"Census Tract 5, Pueblo County, Colorado"
1920,226,959,157,710,143,56,56,40,45,95,64,0,12,0,12,58,39,0,12,58,39,961,230,504,203,0,12,165,157,0,12,0,12,222,111,70,49,16,14,54,48,1400000US08101000600,"Census Tract 6, Pueblo County, Colorado"
3130,247,1114,215,941,210,33,31,5,10,20,29,22,31,42,50,51,36,0,12,51,36,2016,219,1061,269,52,79,517,277,0,12,0,12,302,160,84,52,48,47,36,29,1400000US08101000800,"Census Tract 8, Pueblo County, Colorado"
6327,463,3216,454,3110,440,22,129,56,72,25,36,0,17,3,22,0,17,0,17,0,17,3111,660,2094,657,3,16,350,233,0,17,0,17,495,210,169,154,14,24,155,153,1400000US08101000902,"Census Tract 9.02, Pueblo County, Colorado"
521,190,471,181,379,149,17,26,0,12,22,29,4,9,0,12,49,40,0,12,49,40,50,51,22,26,0,12,0,12,0,12,0,12,28,43,0,12,0,12,0,12,1400000US08101000903,"Census Tract 9.03, Pueblo County, Colorado"
3999,377,2026,284,1899,308,4,8,46,48,19,24,0,12,0,12,58,61,0,12,58,61,1973,268,737,245,0,12,46,59,32,49,0,12,948,324,210,142,90,122,120,95,1400000US08101000904,"Census Tract 9.04, Pueblo County, Colorado"
2242,243,1165,255,913,167,207,202,23,26,0,12,0,12,0,12,22,23,14,20,8,11,1077,295,657,217,18,28,69,74,29,46,0,12,277,206,27,31,15,26,12,18,1400000US08101000905,"Census Tract 9.05, Pueblo County, Colorado"
4761,482,1813,418,1491,366,65,66,229,214,9,14,0,12,0,12,19,34,0,12,19,34,2948,454,1929,521,0,12,142,127,27,44,0,12,711,324,139,105,31,40,108,96,1400000US08101001000,"Census Tract 10, Pueblo County, Colorado"
2169,290,570,119,511,114,19,20,31,30,0,12,0,12,0,12,9,15,9,15,0,12,1599,295,922,315,22,26,243,178,0,12,0,12,340,153,72,95,0,12,72,95,1400000US08101001100,"Census Tract 11, Pueblo County, Colorado"
2267,228,691,139,521,137,59,38,5,12,0,12,0,12,0,12,106,70,0,12,106,70,1576,208,839,196,36,56,132,88,0,12,0,12,529,168,40,34,15,18,25,26,1400000US08101001200,"Census Tract 12, Pueblo County, Colorado"
1476,184,625,112,559,110,37,30,0,12,6,11,0,12,0,12,23,22,0,12,23,22,851,144,474,145,4,7,197,140,0,12,0,12,143,106,33,25,21,24,12,12,1400000US08101001400,"Census Tract 14, Pueblo County, Colorado"
2362,215,1345,173,1214,181,25,17,39,33,52,37,0,12,0,12,15,14,0,12,15,14,1017,147,591,205,0,12,276,193,0,12,0,12,119,133,31,26,31,26,0,12,1400000US08101001500,"Census Tract 15, Pueblo County, Colorado"
1737,137,1203,134,1096,154,30,39,5,8,26,30,0,12,0,12,46,51,0,12,46,51,534,89,310,108,10,15,5,9,21,33,0,12,184,101,4,8,0,12,4,8,1400000US08101001600,"Census Tract 16, Pueblo County, Colorado"
4880,431,2697,317,2486,333,31,33,38,47,31,30,0,12,40,61,71,70,0,12,71,70,2183,296,1448,284,9,20,291,229,24,27,0,12,327,267,84,77,42,51,42,58,1400000US08101001700,"Census Tract 17, Pueblo County, Colorado"
2208,207,1204,158,1129,156,14,12,39,55,0,12,0,12,0,12,22,24,13,19,9,14,1004,149,683,196,0,12,25,22,0,12,0,12,267,160,29,25,7,11,22,23,1400000US08101001800,"Census Tract 18, Pueblo County, Colorado"
1624,195,986,147,901,147,18,25,23,24,4,6,0,12,0,12,40,40,0,12,40,40,638,159,430,135,32,30,34,34,0,12,0,12,101,77,41,39,0,12,41,39,1400000US08101001900,"Census Tract 19, Pueblo County, Colorado"
3186,334,1208,227,942,211,96,86,25,25,7,12,0,12,0,12,138,71,17,24,121,74,1978,325,820,372,9,16,217,163,0,12,0,12,749,262,183,129,138,125,45,47,1400000US08101002000,"Census Tract 20, Pueblo County, Colorado"
1394,201,315,77,220,77,48,26,0,12,12,18,0,12,18,21,17,25,0,12,17,25,1079,187,761,171,0,12,29,27,0,12,0,12,243,105,46,32,28,28,18,21,1400000US08101002100,"Census Tract 21, Pueblo County, Colorado"
1577,176,811,159,700,155,48,52,6,9,5,7,0,12,0,12,52,49,0,12,52,49,766,152,545,170,57,64,82,98,5,8,0,12,73,66,4,7,0,12,4,7,1400000US08101002200,"Census Tract 22, Pueblo County, Colorado"
3985,424,1570,188,1332,185,59,46,17,23,13,16,0,12,15,18,134,103,8,14,126,103,2415,405,1171,451,104,111,46,51,0,12,13,22,967,456,114,116,0,12,114,116,1400000US08101002300,"Census Tract 23, Pueblo County, Colorado"
1670,229,782,139,650,134,48,38,49,53,0,12,0,12,0,12,35,33,0,12,35,33,888,209,539,183,0,12,165,197,0,12,0,12,131,85,53,48,25,24,28,40,1400000US08101002400,"Census Tract 24, Pueblo County, Colorado"
2633,253,1408,257,1307,251,51,62,10,19,0,12,0,12,0,12,40,37,0,12,40,37,1225,213,866,217,38,64,31,34,0,12,0,12,203,129,87,89,15,19,72,85,1400000US08101002500,"Census Tract 25, Pueblo County, Colorado"
4089,444,1772,332,1588,317,153,119,4,9,14,20,0,12,0,12,13,15,0,12,13,15,2317,464,1516,427,23,24,176,209,0,12,0,12,527,325,75,72,49,57,26,45,1400000US08101002600,"Census Tract 26, Pueblo County, Colorado"
5328,638,2306,468,2160,482,45,45,8,13,0,17,0,17,13,20,80,81,0,17,80,81,3022,469,2098,504,0,17,436,343,0,17,0,17,344,177,144,129,65,65,79,98,1400000US08101002700,"Census Tract 27, Pueblo County, Colorado"
5194,451,2313,275,2066,282,41,48,0,17,0,17,0,17,0,17,206,134,0,17,206,134,2881,373,1850,535,59,56,52,60,0,17,0,17,809,445,111,119,0,17,111,119,1400000US08101002801,"Census Tract 28.01, Pueblo County, Colorado"
3596,303,2073,255,1877,279,100,68,54,70,0,12,0,12,0,12,42,45,0,12,42,45,1523,303,989,275,7,11,53,59,0,12,9,16,295,237,170,126,11,18,159,124,1400000US08101002802,"Census Tract 28.02, Pueblo County, Colorado"
4716,537,3766,404,3652,393,0,12,0,12,64,57,0,12,0,12,50,44,0,12,50,44,950,437,756,398,0,12,11,17,33,52,0,12,103,146,47,57,47,57,0,12,1400000US08101002804,"Census Tract 28.04, Pueblo County, Colorado"
4236,428,2969,397,2959,397,0,12,10,16,0,12,0,12,0,12,0,12,0,12,0,12,1267,316,940,319,0,12,0,12,57,89,0,12,234,193,36,27,36,27,0,12,1400000US08101002806,"Census Tract 28.06, Pueblo County, Colorado"
4807,347,2446,187,2278,197,13,18,0,12,56,55,0,12,0,12,99,88,0,12,99,88,2361,329,1633,293,73,99,149,159,20,31,0,12,372,228,114,70,33,42,81,57,1400000US08101002807,"Census Tract 28.07, Pueblo County, Colorado"
3326,332,1902,190,1743,177,0,12,0,12,97,48,0,12,0,12,62,58,0,12,62,58,1424,276,1001,260,0,12,0,12,10,19,0,12,275,162,138,86,71,55,67,73,1400000US08101002808,"Census Tract 28.08, Pueblo County, Colorado"
2983,284,1151,245,797,220,178,115,10,16,20,17,0,12,0,12,146,107,0,12,146,107,1832,321,950,285,24,39,93,80,0,12,0,12,688,279,77,76,0,12,77,76,1400000US08101002901,"Census Tract 29.01, Pueblo County, Colorado"
7952,530,4308,545,4063,534,181,186,0,17,64,70,0,17,0,17,0,17,0,17,0,17,3644,596,2630,531,38,61,37,56,0,17,24,36,525,247,390,311,134,127,256,238,1400000US08101002903,"Census Tract 29.03, Pueblo County, Colorado"
4321,260,3426,249,3327,248,8,14,20,28,20,24,0,12,0,12,51,40,0,12,51,40,895,293,724,294,0,12,80,107,0,12,0,12,55,42,36,42,17,29,19,30,1400000US08101002906,"Census Tract 29.06, Pueblo County, Colorado"
2894,168,2179,130,1974,135,19,27,9,9,36,33,0,12,12,18,129,65,0,12,129,65,715,143,634,167,0,12,29,33,0,12,0,12,0,12,52,69,0,12,52,69,1400000US08101002911,"Census Tract 29.11, Pueblo County, Colorado"
1770,186,1242,190,1161,202,22,31,8,13,0,12,22,29,0,12,29,33,0,12,29,33,528,181,412,149,0,12,9,12,0,12,0,12,97,99,10,15,0,12,10,15,1400000US08101002912,"Census Tract 29.12, Pueblo County, Colorado"
3224,174,2674,151,2512,147,25,24,0,12,17,21,0,12,71,67,49,36,0,12,49,36,550,115,459,114,0,12,0,12,0,12,0,12,55,50,36,45,24,41,12,19,1400000US08101002913,"Census Tract 29.13, Pueblo County, Colorado"
3161,239,2241,193,2071,199,33,29,19,24,24,26,0,12,10,17,84,64,0,12,84,64,920,206,757,238,0,12,71,90,11,17,0,12,57,70,24,27,13,19,11,18,1400000US08101002914,"Census Tract 29.14, Pueblo County, Colorado"
2693,180,1909,159,1835,153,0,12,14,18,37,47,0,12,0,12,23,23,0,12,23,23,784,162,648,176,0,12,40,54,7,11,0,12,35,32,54,37,21,24,33,36,1400000US08101002915,"Census Tract 29.15, Pueblo County, Colorado"
3228,312,2243,262,2080,266,22,20,51,61,0,12,0,12,0,12,90,72,0,12,90,72,985,237,824,249,0,12,0,12,0,12,0,12,118,96,43,41,43,41,0,12,1400000US08101002916,"Census Tract 29.16, Pueblo County, Colorado"
3128,201,2265,203,2111,194,0,12,9,14,20,23,0,12,0,12,125,92,0,12,125,92,863,129,817,129,0,12,0,12,0,12,0,12,17,19,29,33,0,12,29,33,1400000US08101002917,"Census Tract 29.17, Pueblo County, Colorado"
7480,681,5390,417,4866,448,290,243,87,74,0,17,0,17,4,11,143,138,0,17,143,138,2090,728,1681,772,0,17,64,52,39,46,0,17,195,119,111,77,57,55,54,51,1400000US08101002918,"Census Tract 29.18, Pueblo County, Colorado"
1448,221,889,164,882,163,0,12,0,12,0,12,0,12,0,12,7,10,7,10,0,12,559,186,400,231,0,12,109,161,0,12,0,12,44,54,6,10,0,12,6,10,1400000US08101003001,"Census Tract 30.01, Pueblo County, Colorado"
2948,246,2156,245,1962,242,29,29,5,10,66,44,33,32,5,7,56,47,8,10,48,46,792,121,711,136,0,12,0,12,0,12,0,12,61,55,20,19,0,12,20,19,1400000US08101003004,"Census Tract 30.04, Pueblo County, Colorado"
1863,167,820,117,742,128,36,38,0,12,0,12,0,12,0,12,42,64,0,12,42,64,1043,144,710,184,0,12,111,96,0,12,0,12,139,105,83,92,65,88,18,29,1400000US08101003103,"Census Tract 31.03, Pueblo County, Colorado"
2189,156,1569,124,1491,129,0,12,8,15,38,54,0,12,0,12,32,28,14,21,18,20,620,109,509,119,0,12,8,12,0,12,0,12,78,77,25,19,25,19,0,12,1400000US08101003104,"Census Tract 31.04, Pueblo County, Colorado"
3446,184,2429,179,2350,213,0,12,0,12,45,42,0,12,0,12,34,51,0,12,34,51,1017,158,840,189,0,12,9,15,92,113,0,12,38,67,38,48,10,17,28,44,1400000US08101003105,"Census Tract 31.05, Pueblo County, Colorado"
1321,215,838,211,770,219,1,4,31,28,12,13,24,32,0,12,0,12,0,12,0,12,483,83,355,106,0,12,62,85,36,43,0,12,30,25,0,12,0,12,0,12,1400000US08101003106,"Census Tract 31.06, Pueblo County, Colorado"
3354,396,2370,339,2312,350,12,18,20,30,0,12,19,30,0,12,7,11,0,12,7,11,984,271,741,240,0,12,102,118,0,12,0,12,141,133,0,12,0,12,0,12,1400000US08101003200,"Census Tract 32, Pueblo County, Colorado"
