B03002_001E,B03002_001M,B03002_002E,B03002_002M,B03002_003E,B03002_003M,B03002_004E,B03002_004M,B03002_005E,B03002_005M,B03002_006E,B03002_006M,B03002_007E,B03002_007M,B03002_008E,B03002_008M,B03002_009E,B03002_009M,B03002_010E,B03002_010M,B03002_011E,B03002_011M,B03002_012E,B03002_012M,B03002_013E,B03002_013M,B03002_014E,B03002_014M,B03002_015E,B03002_015M,B03002_016E,B03002_016M,B03002_017E,B03002_017M,B03002_018E,B03002_018M,B03002_019E,B03002_019M,B03002_020E,B03002_020M,B03002_021E,B03002_021M,GEO_ID,NAME
1876,242,1163,158,919,170,52,63,42,30,0,12,0,12,0,12,150,99,8,16,142,98,713,223,322,155,33,50,114,94,0,12,0,12,198,135,46,33,20,23,26,29,1400000US08101003500,"Census Tract 35, Pueblo County, Colorado"
2134,213,1100,175,1003,166,55,40,7,8,23,25,0,12,0,12,12,20,0,12,12,20,1034,219,787,265,0,12,17,13,4,6,0,12,169,101,57,41,51,40,6,10,1400000US08101003600,"Census Tract 36, Pueblo County, Colorado"
0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1400000US08101980100,"Census Tract 9801, Pueblo County, Colorado"
3696,234,3349,242,3223,212,3,6,32,40,0,12,0,12,0,12,91,70,0,12,91,70,347,110,260,132,0,12,0,12,0,12,0,12,0,12,87,102,87,102,0,12,1400000US08103951100,"Census Tract 9511, Rio Blanco County, Colorado"
2688,234,2380,242,2181,212,27,31,41,31,8,16,0,12,0,12,123,82,0,12,123,82,308,110,234,113,0,12,0,12,0,12,0,12,18,29,56,49,12,17,44,41,1400000US08103951200,"Census Tract 9512, Rio Blanco County, Colorado"
5079,322,2221,387,2137,355,3,9,3,7,0,17,0,17,14,23,64,72,0,17,64,72,2858,308,2621,288,43,60,12,21,0,17,0,17,126,86,56,66,0,17,56,66,1400000US08105976700,"Census Tract 9767, Rio Grande County, Colorado"
1805,248,836,146,702,126,59,85,52,51,0,12,11,17,0,12,12,17,0,12,12,17,969,230,763,200,0,12,39,35,0,12,0,12,147,64,20,19,20,19,0,12,1400000US08105976800,"Census Tract 9768, Rio Grande County, Colorado"
4421,346,3228,355,3048,319,0,12,87,85,8,17,0,12,0,12,85,79,0,12,85,79,1193,310,1075,295,1,3,73,71,0,12,3,5,39,42,2,4,2,4,0,12,1400000US08105977000,"Census Tract 9770, Rio Grande County, Colorado"
1988,331,1931,340,1918,340,8,17,5,11,0,12,0,12,0,12,0,12,0,12,0,12,57,49,57,49,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1400000US08107000100,"Census Tract 1, Routt County, Colorado"
2293,271,2043,248,1963,241,9,19,0,12,1,2,0,12,0,12,70,65,0,12,70,65,250,156,223,151,0,12,4,6,0,12,0,12,23,28,0,12,0,12,0,12,1400000US08107000200,"Census Tract 2, Routt County, Colorado"
2323,330,2263,331,2169,329,9,15,64,68,7,12,0,12,0,12,14,18,0,12,14,18,60,51,32,31,0,12,0,12,0,12,0,12,9,13,19,32,19,32,0,12,1400000US08107000300,"Census Tract 3, Routt County, Colorado"
3949,401,3432,452,3332,445,15,22,0,12,27,28,0,12,0,12,58,53,0,12,58,53,517,190,517,190,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1400000US08107000400,"Census Tract 4, Routt County, Colorado"
4488,506,4204,496,4008,487,52,60,16,22,65,69,0,12,39,53,24,43,0,12,24,43,284,142,241,134,0,12,0,12,0,12,0,12,29,46,14,23,14,23,0,12,1400000US08107000500,"Census Tract 5, Routt County, Colorado"
3017,353,2814,349,2777,350,0,12,0,12,21,20,0,12,0,12,16,32,0,12,16,32,203,103,131,80,0,12,0,12,0,12,0,12,72,81,0,12,0,12,0,12,1400000US08107000600,"Census Tract 6, Routt County, Colorado"
4919,580,4681,608,4406,580,136,118,0,12,139,96,0,12,0,12,0,12,0,12,0,12,238,163,238,163,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1400000US08107000700,"Census Tract 7, Routt County, Colorado"
2095,285,1961,267,1922,268,3,5,6,11,25,22,5,8,0,12,0,12,0,12,0,12,134,91,68,54,0,12,4,7,0,12,0,12,62,76,0,12,0,12,0,12,1400000US08107000800,"Census Tract 8, Routt County, Colorado"
3368,211,3040,176,2812,160,0,12,47,56,0,12,0,12,0,12,181,115,0,12,181,115,328,95,252,97,0,12,5,9,0,12,0,12,15,21,56,55,5,9,51,54,1400000US08109977600,"Census Tract 9776, Saguache County, Colorado"
3224,211,1158,176,1050,160,33,54,59,72,0,12,0,12,0,12,16,32,0,12,16,32,2066,95,1834,154,0,12,19,19,0,12,0,12,174,95,39,42,7,13,32,38,1400000US08109977700,"Census Tract 9777, Saguache County, Colorado"
589,102,539,100,523,97,0,12,6,11,0,12,0,12,0,12,10,17,0,12,10,17,50,34,50,34,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1400000US08111972600,"Census Tract 9726, San Juan County, Colorado"
1965,229,1615,213,1522,191,0,12,10,16,71,89,0,12,0,12,12,20,0,12,12,20,350,98,233,95,0,12,0,12,14,21,0,12,38,22,65,83,0,12,65,83,1400000US08113968101,"Census Tract 9681.01, San Miguel County, Colorado"
2107,193,1825,186,1681,166,0,12,25,24,63,65,0,12,14,19,42,62,0,12,42,62,282,84,252,76,0,12,0,12,0,12,0,12,30,40,0,12,0,12,0,12,1400000US08113968102,"Census Tract 9681.02, San Miguel County, Colorado"
2140,217,2065,219,2021,215,1,3,15,25,1,5,0,12,0,12,27,32,0,12,27,32,75,42,73,42,0,12,0,12,0,12,0,12,2,6,0,12,0,12,0,12,1400000US08113968103,"Census Tract 9681.03, San Miguel County, Colorado"
1837,213,1685,201,1685,201,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,152,83,152,83,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1400000US08113968200,"Census Tract 9682, San Miguel County, Colorado"
2322,*****,2010,99,1961,100,19,28,3,4,22,16,0,12,0,12,5,5,0,12,5,5,312,99,214,79,0,12,12,12,0,12,0,12,58,33,28,15,23,13,5,6,1400000US08115968300,"Census Tract 9683, Sedgwick County, Colorado"
8332,813,7035,802,6691,835,276,295,1,2,0,17,0,17,0,17,67,119,0,17,67,119,1297,507,904,452,0,17,0,17,0,17,0,17,324,356,69,113,0,17,69,113,1400000US08117000100,"Census Tract 1, Summit County, Colorado"
7665,830,5115,764,4829,763,23,38,107,135,24,33,54,80,0,17,78,106,0,17,78,106,2550,515,1504,569,29,42,0,17,0,17,25,36,959,614,33,57,33,57,0,17,1400000US08117000200,"Census Tract 2, Summit County, Colorado"
4483,484,4315,485,4108,503,0,12,0,12,50,86,0,12,0,12,157,229,0,12,157,229,168,133,122,155,0,12,0,12,0,12,0,12,0,12,46,72,0,12,46,72,1400000US08117000300,"Census Tract 3, Summit County, Colorado"
4144,616,3834,557,3813,562,3,4,0,12,0,12,0,12,0,12,18,26,0,12,18,26,310,188,247,178,0,12,3,5,0,12,0,12,60,108,0,12,0,12,0,12,1400000US08117000401,"Census Tract 4.01, Summit County, Colorado"
6025,797,5968,800,5732,813,11,26,0,17,105,126,0,17,8,14,112,141,0,17,112,141,57,66,28,51,0,17,0,17,0,17,0,17,29,43,0,17,0,17,0,17,1400000US08117000402,"Census Tract 4.02, Summit County, Colorado"
8064,363,7732,433,7379,455,74,57,60,73,0,17,0,17,0,17,219,116,0,17,219,116,332,216,318,207,0,17,0,17,0,17,0,17,14,29,0,17,0,17,0,17,1400000US08119010103,"Census Tract 101.03, Teller County, Colorado"
2193,219,2069,219,1931,211,15,17,1,3,100,86,0,12,0,12,22,27,0,12,22,27,124,130,100,125,0,12,0,12,0,12,0,12,15,22,9,16,9,16,0,12,1400000US08119010104,"Census Tract 101.04, Teller County, Colorado"
6515,558,5982,540,5556,547,53,46,22,36,63,46,0,17,0,17,288,144,0,17,288,144,533,272,509,277,0,17,0,17,0,17,0,17,24,45,0,17,0,17,0,17,1400000US08119010105,"Census Tract 101.05, Teller County, Colorado"
4874,509,4546,453,4382,442,61,51,0,12,30,45,0,12,0,12,73,71,0,12,73,71,328,217,263,207,0,12,0,12,0,12,0,12,48,76,17,33,17,33,0,12,1400000US08119010106,"Census Tract 101.06, Teller County, Colorado"
2312,263,2034,256,1991,253,5,8,12,18,0,12,0,12,0,12,26,36,0,12,26,36,278,144,248,139,0,12,0,12,0,12,0,12,30,37,0,12,0,12,0,12,1400000US08119010201,"Census Tract 102.01, Teller County, Colorado"
566,114,547,112,525,110,0,12,0,12,0,12,7,11,0,12,15,21,0,12,15,21,19,18,19,18,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1400000US08119010202,"Census Tract 102.02, Teller County, Colorado"
2043,113,1967,118,1900,116,15,14,0,12,9,10,1,3,0,12,42,20,0,12,42,20,76,41,70,42,0,12,0,12,0,12,0,12,5,5,1,4,1,4,0,12,1400000US08121924100,"Census Tract 9241, Washington County, Colorado"
2825,112,2413,117,2332,116,32,22,6,11,20,19,0,12,0,12,23,16,0,12,23,16,412,40,339,57,16,13,0,12,0,12,0,12,48,37,9,11,4,6,5,8,1400000US08121924200,"Census Tract 9242, Washington County, Colorado"
2789,258,1481,274,1316,263,86,75,21,25,29,28,0,12,0,12,29,34,0,12,29,34,1308,310,1218,312,0,12,0,12,0,12,0,12,90,106,0,12,0,12,0,12,1400000US08123000100,"Census Tract 1, Weld County, Colorado"
3861,421,2449,267,2083,236,109,58,22,34,71,39,6,11,0,12,158,97,41,60,117,66,1412,294,1283,283,0,12,0,12,7,12,7,11,69,40,46,32,22,21,24,27,1400000US08123000200,"Census Tract 2, Weld County, Colorado"
2323,284,1957,266,1689,254,154,70,0,12,15,21,19,26,0,12,80,65,0,12,80,65,366,105,357,105,0,12,9,19,0,12,0,12,0,12,0,12,0,12,0,12,1400000US08123000300,"Census Tract 3, Weld County, Colorado"
3560,348,2745,323,2504,298,154,221,0,12,24,25,6,9,0,12,57,55,0,12,57,55,815,259,624,203,0,12,0,12,0,12,0,12,145,167,46,38,14,23,32,29,1400000US08123000401,"Census Tract 4.01, Weld County, Colorado"
3969,386,2750,432,2067,327,414,304,11,14,173,229,0,12,0,12,85,82,0,12,85,82,1219,326,1024,325,20,33,0,12,0,12,0,12,83,99,92,105,0,12,92,105,1400000US08123000402,"Census Tract 4.02, Weld County, Colorado"
3534,383,489,181,334,129,117,81,0,12,6,10,0,12,2,6,30,43,0,12,30,43,3045,416,2604,420,0,12,0,12,0,12,0,12,334,241,107,120,101,119,6,11,1400000US08123000501,"Census Tract 5.01, Weld County, Colorado"
3684,479,1199,262,1042,231,65,73,51,72,19,108,0,12,0,12,22,22,0,12,22,22,2485,519,2101,574,33,43,20,24,0,12,0,12,318,262,13,20,13,20,0,12,1400000US08123000502,"Census Tract 5.02, Weld County, Colorado"
2268,319,945,188,789,159,120,63,32,29,0,12,0,12,0,12,4,10,0,12,4,10,1323,264,1192,278,0,12,4,8,0,12,0,12,65,62,62,50,14,17,48,47,1400000US08123000600,"Census Tract 6, Weld County, Colorado"
1653,193,513,125,408,96,7,12,71,85,11,19,0,12,5,8,11,13,5,8,6,10,1140,183,1037,187,0,12,14,21,12,13,0,12,77,60,0,12,0,12,0,12,1400000US08123000701,"Census Tract 7.01, Weld County, Colorado"
6713,540,2107,268,1693,250,267,255,0,17,54,43,0,17,0,17,93,89,0,17,93,89,4606,578,4142,572,0,17,56,82,0,17,0,17,368,243,40,52,13,21,27,45,1400000US08123000703,"Census Tract 7.03, Weld County, Colorado"
1112,134,473,110,468,113,0,12,0,12,5,8,0,12,0,12,0,12,0,12,0,12,639,153,499,161,0,12,28,37,0,12,0,12,34,30,78,70,49,51,29,45,1400000US08123000704,"Census Tract 7.04, Weld County, Colorado"
1663,172,1081,186,1029,210,0,12,0,12,49,63,0,12,0,12,3,6,0,12,3,6,582,120,542,121,0,12,5,9,0,12,0,12,14,25,21,28,0,12,21,28,1400000US08123000705,"Census Tract 7.05, Weld County, Colorado"
3189,411,2074,352,1802,335,93,64,29,36,50,52,0,12,24,36,76,61,0,12,76,61,1115,333,961,329,14,26,9,19,0,12,0,12,88,58,43,46,37,43,6,9,1400000US08123000800,"Census Tract 8, Weld County, Colorado"
3575,357,2007,338,1961,344,23,36,0,12,10,16,0,12,0,12,13,19,0,12,13,19,1568,461,1373,560,0,12,31,46,0,12,0,12,18,22,146,189,18,20,128,189,1400000US08123000900,"Census Tract 9, Weld County, Colorado"
4616,359,1744,271,1132,211,276,194,24,30,152,165,0,12,0,12,160,112,7,12,153,110,2872,391,2703,421,0,12,32,46,0,12,0,12,109,84,28,28,8,13,20,24,1400000US08123001003,"Census Tract 10.03, Weld County, Colorado"
4292,390,2243,385,1583,324,167,152,0,12,393,259,29,49,0,12,71,69,0,12,71,69,2049,344,1668,351,0,12,71,91,18,35,0,12,117,122,175,118,76,70,99,98,1400000US08123001004,"Census Tract 10.04, Weld County, Colorado"
7495,463,3778,470,3193,527,22,30,115,139,310,232,0,17,0,17,138,111,0,17,138,111,3717,651,3298,591,0,17,58,73,0,17,0,17,201,187,160,113,63,62,97,100,1400000US08123001005,"Census Tract 10.05, Weld County, Colorado"
4892,327,2735,282,2541,256,45,40,0,12,17,34,0,12,0,12,132,123,0,12,132,123,2157,336,1853,331,3,8,55,64,0,12,0,12,148,92,98,104,92,103,6,11,1400000US08123001006,"Census Tract 10.06, Weld County, Colorado"
4859,376,3175,262,3003,259,19,27,34,44,39,37,0,12,0,12,80,65,0,12,80,65,1684,431,1429,448,0,12,11,17,0,12,0,12,208,175,36,41,36,41,0,12,1400000US08123001100,"Census Tract 11, Weld County, Colorado"
4419,330,2892,263,2548,271,35,35,40,50,179,154,0,12,0,12,90,69,0,12,90,69,1527,361,1104,349,20,32,99,120,16,25,0,12,215,143,73,103,0,12,73,103,1400000US08123001201,"Census Tract 12.01, Weld County, Colorado"
2833,257,2386,248,2153,315,186,134,0,12,33,35,0,12,0,12,14,21,0,12,14,21,447,198,363,212,0,12,34,57,0,12,0,12,50,51,0,12,0,12,0,12,1400000US08123001202,"Census Tract 12.02, Weld County, Colorado"
7162,883,3288,523,2949,507,40,57,52,67,0,17,0,17,0,17,247,171,0,17,247,171,3874,869,3292,869,0,17,37,43,0,17,0,17,495,311,50,66,34,58,16,33,1400000US08123001300,"Census Tract 13, Weld County, Colorado"
3178,268,2093,194,2076,195,0,12,0,12,0,12,0,12,6,9,11,12,6,9,5,8,1085,260,941,264,0,12,0,12,0,12,10,14,134,143,0,12,0,12,0,12,1400000US08123001404,"Census Tract 14.04, Weld County, Colorado"
4782,331,3181,361,3023,358,28,32,0,12,8,13,0,12,0,12,122,85,0,12,122,85,1601,371,1406,375,0,12,0,12,0,12,0,12,151,103,44,63,0,12,44,63,1400000US08123001405,"Census Tract 14.05, Weld County, Colorado"
6065,504,4744,588,4563,579,17,26,28,42,90,108,0,17,0,17,46,54,21,33,25,42,1321,475,1056,476,0,17,60,105,0,17,59,85,146,114,0,17,0,17,0,17,1400000US08123001406,"Census Tract 14.06, Weld County, Colorado"
3506,207,2724,194,2616,208,20,19,0,12,38,44,0,12,0,12,50,41,0,12,50,41,782,150,584,196,0,12,34,40,0,12,0,12,164,183,0,12,0,12,0,12,1400000US08123001407,"Census Tract 14.07, Weld County, Colorado"
1924,186,1428,152,1338,141,35,34,20,19,18,21,0,12,0,12,17,25,0,12,17,25,496,183,442,179,0,12,0,12,0,12,0,12,49,38,5,11,0,12,5,11,1400000US08123001408,"Census Tract 14.08, Weld County, Colorado"
3522,304,2355,259,2116,258,93,135,29,42,54,67,0,12,0,12,63,64,0,12,63,64,1167,371,861,376,0,12,19,30,0,12,0,12,157,154,130,136,27,34,103,129,1400000US08123001409,"Census Tract 14.09, Weld County, Colorado"
3505,352,2852,245,2780,257,35,36,1,3,36,32,0,12,0,12,0,12,0,12,0,12,653,289,523,286,6,10,42,49,0,12,0,12,20,32,62,56,62,56,0,12,1400000US08123001410,"Census Tract 14.10, Weld County, Colorado"
2615,256,1885,248,1816,246,0,12,16,24,14,19,24,37,0,12,15,18,0,12,15,18,730,298,642,305,0,12,0,12,23,31,0,12,51,78,14,22,0,12,14,22,1400000US08123001411,"Census Tract 14.11, Weld County, Colorado"
3147,251,2695,290,2544,298,31,35,0,12,18,23,0,12,0,12,102,93,0,12,102,93,452,238,351,231,0,12,0,12,27,39,0,12,61,74,13,19,13,19,0,12,1400000US08123001412,"Census Tract 14.12, Weld County, Colorado"
2716,351,1820,240,1749,262,0,12,0,12,15,24,0,12,28,40,28,35,0,12,28,35,896,278,608,201,0,12,205,287,0,12,0,12,59,86,24,37,0,12,24,37,1400000US08123001413,"Census Tract 14.13, Weld County, Colorado"
2339,117,1865,166,1822,163,6,10,8,12,6,8,10,14,5,8,8,9,0,12,8,9,474,184,338,152,0,12,6,8,0,12,0,12,89,89,41,38,12,13,29,36,1400000US08123001414,"Census Tract 14.14, Weld County, Colorado"
3638,281,3092,281,2933,271,0,12,0,12,18,30,93,106,0,12,48,64,0,12,48,64,546,167,352,141,0,12,0,12,0,12,0,12,22,30,172,143,90,125,82,107,1400000US08123001415,"Census Tract 14.15, Weld County, Colorado"
2837,147,2414,140,2249,144,70,93,0,12,20,31,0,12,7,12,68,57,0,12,68,57,423,124,317,150,0,12,0,12,0,12,0,12,106,122,0,12,0,12,0,12,1400000US08123001416,"Census Tract 14.16, Weld County, Colorado"
3000,198,1714,220,1607,204,4,7,0,12,95,128,0,12,0,12,8,9,0,12,8,9,1286,247,1127,216,0,12,7,10,0,12,0,12,145,159,7,11,7,11,0,12,1400000US08123001417,"Census Tract 14.17, Weld County, Colorado"
7357,419,5783,593,5461,618,18,30,0,17,42,54,0,17,0,17,262,170,0,17,262,170,1574,533,1397,541,0,17,45,68,0,17,0,17,11,29,121,126,101,120,20,34,1400000US08123001500,"Census Tract 15, Weld County, Colorado"
4552,310,3355,324,3257,340,6,11,23,27,0,12,0,12,0,12,69,71,0,12,69,71,1197,352,923,355,0,12,0,12,0,12,0,12,204,154,70,77,70,77,0,12,1400000US08123001600,"Census Tract 16, Weld County, Colorado"
5460,336,3540,210,3214,216,36,38,16,17,22,28,0,17,0,17,252,132,6,8,246,132,1920,272,1676,288,0,17,8,13,0,17,0,17,151,118,85,99,3,4,82,98,1400000US08123001700,"Census Tract 17, Weld County, Colorado"
4678,429,2992,350,2863,319,0,12,17,22,0,12,0,12,0,12,112,119,0,12,112,119,1686,302,1349,340,6,9,26,33,0,12,0,12,276,214,29,28,23,27,6,9,1400000US08123001800,"Census Tract 18, Weld County, Colorado"
8270,517,4854,783,4562,673,278,285,14,25,0,17,0,17,0,17,0,17,0,17,0,17,3416,578,3002,576,0,17,0,17,0,17,0,17,330,289,84,79,52,66,32,43,1400000US08123001902,"Census Tract 19.02, Weld County, Colorado"
4655,309,2010,221,1850,203,36,56,0,12,0,12,0,12,7,12,117,87,7,13,110,85,2645,330,2329,411,0,12,71,108,0,12,0,12,163,147,82,61,47,44,35,40,1400000US08123001905,"Census Tract 19.05, Weld County, Colorado"
1716,333,873,201,867,204,0,12,6,24,0,12,0,12,0,12,0,12,0,12,0,12,843,369,458,254,0,12,0,12,0,12,0,12,354,307,31,47,31,47,0,12,1400000US08123001906,"Census Tract 19.06, Weld County, Colorado"
2965,320,1857,207,1746,199,30,30,7,12,19,29,27,43,0,12,28,30,6,11,22,25,1108,318,926,300,0,12,0,12,0,12,0,12,128,76,54,49,54,49,0,12,1400000US08123001907,"Census Tract 19.07, Weld County, Colorado"
2901,330,1373,252,1363,251,10,14,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1528,345,1063,411,0,12,0,12,0,12,0,12,207,124,258,200,258,200,0,12,1400000US08123001908,"Census Tract 19.08, Weld County, Colorado"
4528,128,2917,280,2834,281,28,33,9,15,32,38,0,12,0,12,14,20,0,12,14,20,1611,303,1439,332,0,12,0,12,0,12,0,12,137,111,35,31,14,21,21,23,1400000US08123002004,"Census Tract 20.04, Weld County, Colorado"
1158,133,948,152,767,132,7,12,9,13,163,73,0,12,0,12,2,12,0,12,2,12,210,101,158,87,0,12,0,12,0,12,0,12,43,43,9,14,0,12,9,14,1400000US08123002005,"Census Tract 20.05, Weld County, Colorado"
288,120,261,119,261,119,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,27,32,27,32,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1400000US08123002006,"Census Tract 20.06, Weld County, Colorado"
6611,244,5708,380,5202,393,0,17,0,17,283,109,0,17,13,20,210,152,0,17,210,152,903,334,828,345,0,17,0,17,0,17,0,17,31,34,44,65,0,17,44,65,1400000US08123002007,"Census Tract 20.07, Weld County, Colorado"
5434,270,4776,277,4420,317,11,18,0,17,305,183,11,18,0,17,29,35,0,17,29,35,658,209,569,208,0,17,0,17,7,11,0,17,63,68,19,21,0,17,19,21,1400000US08123002008,"Census Tract 20.08, Weld County, Colorado"
2859,237,2784,242,2496,262,0,12,21,32,84,58,0,12,0,12,183,117,0,12,183,117,75,78,75,78,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1400000US08123002009,"Census Tract 20.09, Weld County, Colorado"
2666,285,1580,277,1451,271,18,28,0,12,41,46,0,12,0,12,70,77,0,12,70,77,1086,207,958,218,8,13,20,26,0,12,0,12,49,42,51,43,16,25,35,38,1400000US08123002010,"Census Tract 20.10, Weld County, Colorado"
1605,245,1425,257,1264,276,0,12,0,12,134,88,0,12,0,12,27,25,0,12,27,25,180,104,83,79,0,12,0,12,0,12,0,12,43,61,54,61,43,61,11,20,1400000US08123002011,"Census Tract 20.11, Weld County, Colorado"
1263,74,1094,106,984,97,0,12,3,6,90,64,0,12,0,12,17,17,0,12,17,17,169,86,92,64,0,12,0,12,0,12,0,12,77,55,0,12,0,12,0,12,1400000US08123002012,"Census Tract 20.12, Weld County, Colorado"
3255,197,2854,205,2704,237,18,30,9,13,26,24,0,12,48,59,49,45,0,12,49,45,401,178,346,177,0,12,0,12,12,19,0,12,21,17,22,24,22,24,0,12,1400000US08123002013,"Census Tract 20.13, Weld County, Colorado"
2172,183,1763,174,1599,207,0,12,0,12,127,156,0,12,0,12,37,28,0,12,37,28,409,159,387,160,0,12,0,12,0,12,0,12,8,12,14,16,0,12,14,16,1400000US08123002014,"Census Tract 20.14, Weld County, Colorado"
1308,93,1081,152,1009,155,0,12,0,12,19,18,0,12,0,12,53,63,0,12,53,63,227,133,113,77,0,12,0,12,23,31,0,12,7,10,84,84,2,4,82,83,1400000US08123002015,"Census Tract 20.15, Weld County, Colorado"
3222,329,2486,392,2358,395,2,8,0,12,9,14,46,64,0,12,71,79,0,12,71,79,736,255,559,280,0,12,0,12,0,12,0,12,136,137,41,52,41,52,0,12,1400000US08123002016,"Census Tract 20.16, Weld County, Colorado"
683,91,664,88,664,88,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,19,15,19,15,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1400000US08123002017,"Census Tract 20.17, Weld County, Colorado"
1856,158,1596,192,1400,197,37,44,4,6,27,20,0,12,51,65,77,81,0,12,77,81,260,210,256,210,0,12,0,12,0,12,0,12,0,12,4,7,4,7,0,12,1400000US08123002018,"Census Tract 20.18, Weld County, Colorado"
5860,301,4822,299,4330,366,0,17,0,17,133,81,0,17,12,19,347,245,0,17,347,245,1038,289,911,289,0,17,0,17,0,17,0,17,91,96,36,40,36,40,0,17,1400000US08123002019,"Census Tract 20.19, Weld County, Colorado"
6041,315,4996,325,4628,333,9,15,38,45,186,167,0,17,0,17,135,91,0,17,135,91,1045,188,905,185,32,38,0,17,0,17,0,17,82,68,26,36,11,19,15,23,1400000US08123002020,"Census Tract 20.20, Weld County, Colorado"
738,156,696,155,643,147,0,12,0,12,49,47,0,12,0,12,4,6,0,12,4,6,42,39,22,36,0,12,0,12,0,12,0,12,14,16,6,8,6,8,0,12,1400000US08123002021,"Census Tract 20.21, Weld County, Colorado"
10099,728,7629,776,7276,789,11,20,0,19,142,140,0,19,0,19,200,161,19,30,181,157,2470,536,2139,591,0,19,76,118,0,19,0,19,255,187,0,19,0,19,0,19,1400000US08123002101,"Census Tract 21.01, Weld County, Colorado"
13140,203,11230,459,10773,546,57,60,0,19,265,279,0,19,0,19,135,97,0,19,135,97,1910,413,1539,421,26,42,24,43,0,19,0,19,238,170,83,71,83,71,0,19,1400000US08123002102,"Census Tract 21.02, Weld County, Colorado"
10665,831,8828,729,8586,705,0,19,0,19,65,53,0,19,0,19,177,161,0,19,177,161,1837,656,1175,600,0,19,0,19,0,19,0,19,560,385,102,83,74,87,28,42,1400000US08123002103,"Census Tract 21.03, Weld County, Colorado"
2861,261,2753,269,2712,270,0,12,0,12,19,23,0,12,8,11,14,17,0,12,14,17,108,79,86,70,0,12,0,12,0,12,0,12,16,25,6,9,0,12,6,9,1400000US08123002203,"Census Tract 22.03, Weld County, Colorado"
1998,136,1890,144,1824,147,15,23,16,15,18,22,0,12,0,12,17,25,0,12,17,25,108,63,91,61,0,12,8,12,0,12,0,12,9,14,0,12,0,12,0,12,1400000US08123002204,"Census Tract 22.04, Weld County, Colorado"
4954,250,4084,272,3819,253,46,46,13,20,57,70,0,12,29,43,120,77,0,12,120,77,870,193,759,201,0,12,0,12,0,12,7,12,65,60,39,39,10,19,29,34,1400000US08123002205,"Census Tract 22.05, Weld County, Colorado"
3647,239,3290,234,3159,258,9,13,66,70,34,28,0,12,22,35,0,12,0,12,0,12,357,87,255,100,0,12,0,12,0,12,0,12,34,39,68,46,31,37,37,28,1400000US08123002206,"Census Tract 22.06, Weld County, Colorado"
3530,206,3114,224,3036,221,8,12,0,12,0,12,0,12,0,12,70,62,0,12,70,62,416,154,301,113,0,12,0,12,0,12,0,12,22,19,93,82,20,31,73,75,1400000US08123002207,"Census Tract 22.07, Weld County, Colorado"
6576,291,5853,326,5620,343,0,17,63,65,21,24,0,17,22,35,127,79,0,17,127,79,723,268,528,212,0,17,0,17,0,17,0,17,123,81,72,81,0,17,72,81,1400000US08123002208,"Census Tract 22.08, Weld County, Colorado"
2622,205,2449,201,2325,192,0,12,0,12,119,153,0,12,0,12,5,8,0,12,5,8,173,119,88,98,0,12,0,12,0,12,0,12,42,35,43,45,43,45,0,12,1400000US08123002209,"Census Tract 22.09, Weld County, Colorado"
1064,78,1023,81,995,85,0,12,0,12,21,33,0,12,0,12,7,8,0,12,7,8,41,32,30,31,0,12,0,12,0,12,0,12,11,12,0,12,0,12,0,12,1400000US08123002210,"Census Tract 22.10, Weld County, Colorado"
5586,425,4114,322,3995,312,27,37,6,11,38,31,0,17,0,17,48,47,0,17,48,47,1472,320,1316,311,0,17,29,25,14,20,0,17,69,57,44,55,4,6,40,55,1400000US08123002300,"Census Tract 23, Weld County, Colorado"
5535,434,4829,420,4750,408,10,9,9,8,1,3,1,2,0,17,58,43,0,17,58,43,706,175,618,203,0,17,10,16,0,17,0,17,16,20,62,85,62,85,0,17,1400000US08123002501,"Census Tract 25.01, Weld County, Colorado"
7732,665,5874,610,5730,607,10,12,2,5,0,17,6,13,0,17,126,84,0,17,126,84,1858,641,1466,555,0,17,113,163,14,23,0,17,234,204,31,51,15,24,16,27,1400000US08123002502,"Census Tract 25.02, Weld County, Colorado"
4422,285,3636,311,3535,305,2,6,53,43,0,12,0,12,4,6,42,39,17,25,25,28,786,194,738,180,0,12,7,12,5,10,0,12,16,19,20,22,11,16,9,17,1400000US08125963100,"Census Tract 9631, Yuma County, Colorado"
